武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
迫击炮,二战,20,0.002,0.006,4,33.25,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,3.3000=4.2000=5.1000=6.0000=5.1000=4.2000=3.3000=3.0000=3.0000=3.0000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.16,0.002,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400=0.2400,0.3240=0.4752=0.7776=1.0800=0.7776=0.4752=0.3240=0.3240=0.3240=0.3240,14.4000=21.6000=46.8000=72.0000=46.8000=21.6000=14.4000=14.4000=14.4000=14.4000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.586=1.12=1.653=2.186=2.666=2.532=2.186=1.653=1.12=0.586,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,11,4,0.35,0.08,34.136,1.044,0.00,5.4000=10.8000=23.4000=36.0000=23.4000=10.8000=5.4000=5.4000=5.4000=5.4000,10.8000=16.2000=35.1000=54.0000=35.1000=16.2000=10.8000=10.8000=10.8000=10.8000,0.704=1.877=3.225=4.222=5.865=5.161=3.636=2.229=1.173=0.586,1
迫击炮,冷战,40,0.002,0.006,4,39.138,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,4.9500=6.3000=7.6500=9.0000=7.6500=6.3000=4.9500=4.5000=4.5000=4.5000,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.464,0.006,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400=0.2400,0.4860=0.7128=1.1664=1.6200=1.1664=0.7128=0.4860=0.4860=0.4860=0.4860,21.6000=32.4000=70.2000=108.0000=70.2000=32.4000=21.6000=21.6000=21.6000=21.6000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,0.957=1.826=2.696=3.565=4.348=4.13=3.565=2.696=1.826=0.957,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,11,4,0.35,0.08,38.357,1.566,0.00,8.1000=16.2000=35.1000=54.0000=35.1000=16.2000=8.1000=8.1000=8.1000=8.1000,16.2000=24.3000=52.6500=81.0000=52.6500=24.3000=16.2000=16.2000=16.2000=16.2000,1.148=3.061=5.261=6.887=9.565=8.417=5.93=3.635=1.913=0.957,1
迫击炮,现代,90,0.002,0.006,4,46.4,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,8.2500=10.5000=12.7500=15.0000=12.7500=10.5000=8.2500=7.5000=7.5000=7.5000,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,1.44,0.017,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400=0.2400,0.8100=1.1880=1.9440=2.7000=1.9440=1.1880=0.8100=0.8100=0.8100=0.8100,36.0000=54.0000=117.0000=180.0000=117.0000=54.0000=36.0000=36.0000=36.0000=36.0000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,1.518=2.898=4.278=5.658=6.9=6.555=5.658=4.278=2.898=1.518,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,11,4,0.35,0.08,43.6,2.610,0.00,13.5000=27.0000=58.5000=90.0000=58.5000=27.0000=13.5000=13.5000=13.5000=13.5000,27.0000=40.5000=87.7500=135.0000=87.7500=40.5000=27.0000=27.0000=27.0000=27.0000,1.822=4.858=8.349=10.93=15.18=13.358=9.412=5.768=3.036=1.518,1
步兵炮,一战,120,0.002,0.006,18,31.651,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,8.1000=8.9100=11.3400=13.7700=16.2000=13.7700=11.3400=8.9100=8.1000=8.1000,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.72,0.009,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.2600=0.2600=0.3900=0.5200=0.6500=0.5200=0.3900=0.2600=0.2600=0.2600,2.1870=2.1870=3.7908=5.5404=7.2900=5.5404=3.7908=2.1870=2.1870=2.1870,29.1600=29.1600=58.3200=102.0600=145.8000=102.0600=58.3200=29.1600=29.1600=29.1600,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.597=1.141=1.684=2.227=2.716=2.58=2.227=1.684=1.141=0.597,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,50,4,0.35,0.08,33.919,2.819,0.00,21.8700=21.8700=58.3200=102.0600=145.8000=102.0600=58.3200=21.8700=21.8700=21.8700,38.8800=38.8800=77.7600=136.0800=194.4000=136.0800=77.7600=38.8800=38.8800=38.8800,0.717=1.912=3.286=4.302=5.975=5.258=3.704=2.27=1.195=0.597,0
步兵炮,二战,150,0.002,0.006,18,34.849,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,13.5000=14.8500=18.9000=22.9500=27.0000=22.9500=18.9000=14.8500=13.5000=13.5000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,1.2,0.014,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2600=0.2600=0.3900=0.5200=0.6500=0.5200=0.3900=0.2600=0.2600=0.2600,3.6450=3.6450=6.3180=9.2340=12.1500=9.2340=6.3180=3.6450=3.6450=3.6450,48.6000=48.6000=97.2000=170.1000=243.0000=170.1000=97.2000=48.6000=48.6000=48.6000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.826=1.578=2.329=3.08=3.756=3.568=3.08=2.329=1.578=0.826,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,50,4,0.35,0.08,36.172,4.698,0.00,36.4500=36.4500=97.2000=170.1000=243.0000=170.1000=97.2000=36.4500=36.4500=36.4500,64.8000=64.8000=129.6000=226.8000=324.0000=226.8000=129.6000=64.8000=64.8000=64.8000,0.992=2.644=4.545=5.95=8.264=7.272=5.123=3.14=1.653=0.826,0
无后坐力炮,二战,120,0.002,0.006,2,34.651,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,2.1000=2.5500=3.0000=2.5500=2.1000=1.6500=1.5000=1.5000=1.5000=1.5000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.96,0.012,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200=0.3200,7.1280=11.6640=16.2000=11.6640=7.1280=4.8600=4.8600=4.8600=4.8600=4.8600,1.3500=2.9250=4.5000=2.9250=1.3500=0.9000=0.9000=0.9000=0.9000=0.9000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.797=1.521=2.245=2.969=3.621=3.44=2.969=2.245=1.521=0.797,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,5,4,0.35,0.08,35.919,0.696,20.00,27.0000=58.5000=90.0000=58.5000=27.0000=13.5000=13.5000=13.5000=13.5000=13.5000,2.7000=5.8500=9.0000=5.8500=2.7000=1.8000=1.8000=1.8000=1.8000=1.8000,0.956=2.549=4.381=5.736=7.966=7.01=4.939=3.027=1.593=0.797,0
无后坐力炮,冷战,300,0.002,0.006,2,40.881,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,3.1500=3.8250=4.5000=3.8250=3.1500=2.4750=2.2500=2.2500=2.2500=2.2500,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,3.48,0.042,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200=0.3200,10.6920=17.4960=24.3000=17.4960=10.6920=7.2900=7.2900=7.2900=7.2900=7.2900,2.0250=4.3875=6.7500=4.3875=2.0250=1.3500=1.3500=1.3500=1.3500=1.3500,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.336=2.55=3.764=4.978=6.071=5.768=4.978=3.764=2.55=1.336,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,5,4,0.35,0.08,40.576,1.044,30.00,40.5000=87.7500=135.0000=87.7500=40.5000=20.2500=20.2500=20.2500=20.2500=20.2500,4.0500=8.7750=13.5000=8.7750=4.0500=2.7000=2.7000=2.7000=2.7000=2.7000,1.603=4.274=7.346=9.617=13.357=11.754=8.281=5.076=2.671=1.336,0
无后坐力炮,现代,500,0.002,0.006,2,47.957,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,5.2500=6.3750=7.5000=6.3750=5.2500=4.1250=3.7500=3.7500=3.7500=3.7500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,8,0.096,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200=0.3200,17.8200=29.1600=40.5000=29.1600=17.8200=12.1500=12.1500=12.1500=12.1500=12.1500,3.3750=7.3125=11.2500=7.3125=3.3750=2.2500=2.2500=2.2500=2.2500=2.2500,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,1.985=3.79=5.594=7.399=9.023=8.572=7.399=5.594=3.79=1.985,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,4,0.35,0.08,45.581,1.740,50.00,67.5000=146.2500=225.0000=146.2500=67.5000=33.7500=33.7500=33.7500=33.7500=33.7500,6.7500=14.6250=22.5000=14.6250=6.7500=4.5000=4.5000=4.5000=4.5000=4.5000,2.382=6.352=10.917=14.292=19.85=17.468=12.307=7.543=3.97=1.985,0
自行突击炮,二战,900,0.002,0.006,20,36.51,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,60.0000=60.0000=66.0000=84.0000=102.0000=120.0000=102.0000=84.0000=66.0000=60.0000,2.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,7.2,0.086,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.2800=0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800,32.4000=32.4000=43.2000=64.8000=86.4000=108.0000=86.4000=64.8000=43.2000=32.4000,36.0000=36.0000=45.0000=90.0000=135.0000=180.0000=135.0000=90.0000=45.0000=36.0000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.075=2.053=3.031=4.009=4.889=4.644=4.009=3.031=2.053=1.075,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,56,7,0.12,0.02,38.285,52.200,0.00,162.0000=162.0000=270.0000=540.0000=810.0000=1080.0000=810.0000=540.0000=270.0000=162.0000,90.0000=90.0000=112.5000=225.0000=337.5000=450.0000=337.5000=225.0000=112.5000=90.0000,1.291=3.442=5.915=7.743=10.755=9.464=6.668=4.087=2.151=1.075,0
自行突击炮,冷战,2800,0.002,0.006,20,42.987,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,90.0000=90.0000=99.0000=126.0000=153.0000=180.0000=153.0000=126.0000=99.0000=90.0000,3.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,32.48,0.39,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2800=0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800,48.6000=48.6000=64.8000=97.2000=129.6000=162.0000=129.6000=97.2000=64.8000=48.6000,54.0000=54.0000=67.5000=135.0000=202.5000=270.0000=202.5000=135.0000=67.5000=54.0000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.794=3.424=5.055=6.686=8.153=7.746=6.686=5.055=3.424=1.794,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,56,10,0.12,0.02,43.256,78.300,0.00,243.0000=243.0000=405.0000=810.0000=1215.0000=1620.0000=1215.0000=810.0000=405.0000=243.0000,135.0000=135.0000=168.7500=337.5000=506.2500=675.0000=506.2500=337.5000=168.7500=135.0000,2.153=5.74=9.866=12.915=17.938=15.785=11.121=6.816=3.588=1.794,0
野战火炮,一战,400,0.002,0.006,36,32.748,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,9.7200=9.7200=9.7200=10.6920=13.6080=16.5240=19.4400=16.5240=13.6080=10.6920,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,2.4,0.029,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.2200=0.2200=0.2200=0.2200=0.3300=0.4400=0.5500=0.4400=0.3300=0.2200,8.7480=8.7480=10.4976=15.1632=19.8288=24.4944=29.1600=24.4944=19.8288=15.1632,97.2000=97.2000=97.2000=194.4000=291.6000=388.8000=486.0000=388.8000=291.6000=194.4000,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.721=1.376=2.032=2.687=3.277=3.113=2.687=2.032=1.376=0.721,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,100,4,0.35,0.08,35.316,3.758,0.00,72.9000=72.9000=97.2000=194.4000=291.6000=388.8000=486.0000=388.8000=291.6000=194.4000,116.6400=116.6400=116.6400=233.2800=349.9200=466.5600=583.2000=466.5600=349.9200=233.2800,0.865=2.307=3.965=5.191=7.209=6.344=4.47=2.739=1.442=0.721,1
野战火炮,二战,600,0.002,0.006,36,36.128,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,16.2000=16.2000=16.2000=17.8200=22.6800=27.5400=32.4000=27.5400=22.6800=17.8200,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,4.8,0.058,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2200=0.2200=0.2200=0.2200=0.3300=0.4400=0.5500=0.4400=0.3300=0.2200,14.5800=14.5800=17.4960=25.2720=33.0480=40.8240=48.6000=40.8240=33.0480=25.2720,162.0000=162.0000=162.0000=324.0000=486.0000=648.0000=810.0000=648.0000=486.0000=324.0000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.018=1.944=2.869=3.795=4.628=4.397=3.795=2.869=1.944=1.018,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,100,4,0.35,0.08,37.799,6.264,0.00,121.5000=121.5000=162.0000=324.0000=486.0000=648.0000=810.0000=648.0000=486.0000=324.0000,194.4000=194.4000=194.4000=388.8000=583.2000=777.6000=972.0000=777.6000=583.2000=388.8000,1.222=3.258=5.6=7.331=10.182=8.96=6.313=3.869=2.036=1.018,1
野战火炮,冷战,1500,0.002,0.006,36,42.394,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,24.3000=24.3000=24.3000=26.7300=34.0200=41.3100=48.6000=41.3100=34.0200=26.7300,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,17.4,0.209,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2200=0.2200=0.2200=0.2200=0.3300=0.4400=0.5500=0.4400=0.3300=0.2200,21.8700=21.8700=26.2440=37.9080=49.5720=61.2360=72.9000=61.2360=49.5720=37.9080,243.0000=243.0000=243.0000=486.0000=729.0000=972.0000=1215.0000=972.0000=729.0000=486.0000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.665=3.178=4.691=6.205=7.567=7.188=6.205=4.691=3.178=1.665,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,100,4,0.35,0.08,42.501,9.396,0.00,182.2500=182.2500=243.0000=486.0000=729.0000=972.0000=1215.0000=972.0000=729.0000=486.0000,291.6000=291.6000=291.6000=583.2000=874.8000=1166.4000=1458.0000=1166.4000=874.8000=583.2000,1.998=5.327=9.156=11.986=16.647=14.649=10.321=6.326=3.329=1.665,1
野战火炮,现代,3000,0.002,0.006,36,49.653,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,40.5000=40.5000=40.5000=44.5500=56.7000=68.8500=81.0000=68.8500=56.7000=44.5500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,48,0.576,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2200=0.2200=0.2200=0.2200=0.3300=0.4400=0.5500=0.4400=0.3300=0.2200,36.4500=36.4500=43.7400=63.1800=82.6200=102.0600=121.5000=102.0600=82.6200=63.1800,405.0000=405.0000=405.0000=810.0000=1215.0000=1620.0000=2025.0000=1620.0000=1215.0000=810.0000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.494=4.761=7.028=9.295=11.336=10.769=9.295=7.028=4.761=2.494,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,100,4,0.35,0.08,47.74,15.660,0.00,303.7500=303.7500=405.0000=810.0000=1215.0000=1620.0000=2025.0000=1620.0000=1215.0000=810.0000,486.0000=486.0000=486.0000=972.0000=1458.0000=1944.0000=2430.0000=1944.0000=1458.0000=972.0000,2.993=7.98=13.716=17.956=24.939=21.946=15.462=9.477=4.988=2.494,1
