武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,结构值,浮力值,装甲类型,拦截,潜艇隐身（10阶段）,雷达强度（10阶段）,雷达半径(km),声呐强度（10阶段）,核动力能容量,核动力能每轮消耗,船只吨位(万吨),对地伤害（10阶段）,对地探测（10阶段）,轻炮对海伤害（10阶段）,重炮对海伤害（10阶段）,鱼雷对海伤害（10阶段）,导弹对海伤害（10阶段）,对潜伤害（10阶段）
重型航空母舰,冷战,1200000,0.002,0.005,25,48.774,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,8.88=23.68=40.699=53.279=73.999=65.119=45.879=28.119=14.8=7.4,96.192,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,45,0.54,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,1.332=3.552=6.105=7.992=11.1=9.768=6.882=4.218=2.22=1.11,2.775=7.4=12.718=16.65=23.125=20.35=14.337=8.787=4.625=2.312,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,8.14=15.54=22.94=30.339=36.999=35.149=30.339=22.94=15.54=8.14,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,35,65,76.912,153.824,0,0.188,0=0.002=0.005=0.01=0.02=0.036=0.048=0.051=0.046=0.036,0.003=0.007=0.019=0.033=0.049=0.061=0.055=0.043=0.027=0.013,208,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,600,0.9,7,2.775=7.4=12.718=16.65=23.125=20.35=14.337=8.787=4.625=2.312,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,2.442=6.512=11.192=14.652=20.35=17.908=12.617=7.733=4.07=2.035,2.22=5.328=14.208=24.42=35.519=44.399=39.959=31.079=19.98=9.768,5.55=14.8=25.437=33.299=46.249=40.699=28.674=17.575=9.25=4.625,2.497=5.994=15.984=27.472=39.959=49.949=44.954=34.964=22.477=10.989,2.664=7.104=12.21=15.984=22.2=19.536=13.764=8.436=4.44=2.22
重型航空母舰,现代,2500000,0.002,0.005,25,56.075,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,12.86=34.293=58.942=77.16=107.167=94.307=66.444=40.723=21.433=10.717,135.891,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,45,0.54,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,1.929=5.144=8.841=11.574=16.075=14.146=9.967=6.109=3.215=1.608,4.019=10.717=18.419=24.113=33.49=29.471=20.764=12.726=6.698=3.349,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,11.788=22.505=33.222=43.938=53.584=50.904=43.938=33.222=22.505=11.788,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,35,70,86.269,172.538,0,0.21,0=0.002=0.007=0.014=0.028=0.049=0.066=0.07=0.063=0.049,0.004=0.01=0.027=0.046=0.067=0.084=0.076=0.059=0.038=0.018,251,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,900,1.0,10,4.019=10.717=18.419=24.113=33.49=29.471=20.764=12.726=6.698=3.349,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,3.537=9.431=16.209=21.219=29.471=25.934=18.272=11.199=5.894=2.947,3.215=7.716=20.576=35.365=51.44=64.3=57.87=45.01=28.935=14.146,8.038=21.433=36.839=48.225=66.979=58.942=41.527=25.452=13.396=6.698,3.617=8.681=23.148=39.786=57.87=72.338=65.104=50.636=32.552=15.914,3.858=10.288=17.683=23.148=32.15=28.292=19.933=12.217=6.43=3.215
常规潜艇,一战,10000,0.002,0.005,,35.801,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,3.096=8.257=14.191=18.578=25.803=22.706=15.998=9.805=5.161=2.58,55.862,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,225,2.7,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0.464=1.239=2.129=2.787=3.87=3.406=2.4=1.471=0.774=0.387,0.968=2.58=4.435=5.806=8.063=7.096=4.999=3.064=1.613=0.806,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,1.064=2.032=3=3.967=4.838=4.596=3.967=3=2.032=1.064,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=3.23=8.075=16.15=27.455=32.3=29.07=22.61=12.92=6.46,0.978,0.978,0.918,0.918,0.918,0.918,0.918,0.918,0.668,0.918,0.918,0.918,0.978,0.918,0.668,0.978,0.918,0.668,0.918,0.668,0.668,0.918,1,,56.302,112.604,0,0.11,0=0.001=0.003=0.005=0.011=0.018=0.025=0.026=0.024=0.018,0.002=0.004=0.01=0.017=0.025=0.032=0.028=0.022=0.014=0.007,140,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,,,,0.968=2.58=4.435=5.806=8.063=7.096=4.999=3.064=1.613=0.806,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.851=2.271=3.903=5.109=7.096=6.244=4.399=2.696=1.419=0.71,0.774=1.858=4.954=8.515=12.385=15.482=13.933=10.837=6.967=3.406,1.935=5.161=8.87=11.611=16.127=14.191=9.999=6.128=3.225=1.613,0.871=2.09=5.573=9.579=13.933=17.417=15.675=12.192=7.838=3.832,0.929=2.477=4.257=5.573=7.741=6.812=4.799=2.941=1.548=0.774
常规潜艇,二战,15000,0.002,0.005,6,39.188,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,4.297=11.46=19.696=25.784=35.811=31.514=22.203=13.608=7.162=3.581,75.665,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,45,0.54,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.645=1.719=2.954=3.868=5.372=4.727=3.33=2.041=1.074=0.537,1.343=3.581=6.155=8.057=11.191=9.848=6.938=4.253=2.238=1.119,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.477=2.82=4.163=5.506=6.715=6.379=5.506=4.163=2.82=1.477,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=3.91=9.775=19.55=33.235=39.1=35.19=27.37=15.64=7.82,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,8,20,60.717,121.434,0,0.12,0=0.001=0.004=0.007=0.014=0.024=0.033=0.035=0.032=0.024,0.002=0.005=0.013=0.023=0.034=0.042=0.038=0.029=0.019=0.009,174,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0,0,0.1,1.343=3.581=6.155=8.057=11.191=9.848=6.938=4.253=2.238=1.119,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,1.182=3.151=5.416=7.091=9.848=8.666=6.106=3.742=1.97=0.985,1.074=2.578=6.876=11.818=17.189=21.487=19.338=15.041=9.669=4.727,2.686=7.162=12.31=16.115=22.382=19.696=13.877=8.505=4.476=2.238,1.209=2.901=7.735=13.295=19.338=24.172=21.755=16.921=10.878=5.318,1.289=3.438=5.909=7.735=10.743=9.454=6.661=4.082=2.149=1.074
常规潜艇,冷战,40000,0.002,0.005,6,45.525,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,6.824=18.197=31.276=40.943=56.865=50.041=35.256=21.609=11.373=5.687,113.864,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,174,2.088,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,1.024=2.73=4.691=6.141=8.53=7.506=5.288=3.241=1.706=0.853,2.132=5.687=9.774=12.795=17.77=15.638=11.018=6.753=3.554=1.777,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,2.346=4.478=6.611=8.743=10.662=10.129=8.743=6.611=4.478=2.346,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=4.59=11.475=22.95=39.015=45.9=41.31=32.13=18.36=9.18,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,8,25,69.231,138.462,0,0.138,0=0.002=0.005=0.01=0.02=0.036=0.048=0.051=0.046=0.036,0.003=0.007=0.019=0.033=0.049=0.061=0.055=0.043=0.027=0.013,208,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0,0,0.18,2.132=5.687=9.774=12.795=17.77=15.638=11.018=6.753=3.554=1.777,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,1.877=5.004=8.601=11.259=15.638=13.761=9.696=5.942=3.128=1.564,1.706=4.094=10.918=18.766=27.295=34.119=30.707=23.883=15.354=7.506,4.265=11.373=19.547=25.589=35.541=31.276=22.035=13.505=7.108=3.554,1.919=4.606=12.283=21.111=30.707=38.384=34.546=26.869=17.273=8.444,2.047=5.459=9.383=12.283=17.06=15.012=10.577=6.483=3.412=1.706
常规潜艇,现代,120000,0.002,0.005,6,53.174,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,10.328=27.542=47.337=61.969=86.067=75.739=53.362=32.706=17.213=8.607,163.465,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,72,0.864,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,1.549=4.131=7.101=9.295=12.91=11.361=8.004=4.906=2.582=1.291,3.228=8.607=14.793=19.365=26.896=23.669=16.676=10.221=5.379=2.69,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,3.55=6.778=10.005=13.233=16.138=15.331=13.233=10.005=6.778=3.55,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=5.44=13.6=27.2=46.24=54.4=48.96=38.08=21.76=10.88,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,8,30,79.412,158.824,0,0.16,0=0.002=0.007=0.014=0.028=0.049=0.066=0.07=0.063=0.049,0.004=0.01=0.027=0.046=0.067=0.084=0.076=0.059=0.038=0.018,251,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0,0,0.25,3.228=8.607=14.793=19.365=26.896=23.669=16.676=10.221=5.379=2.69,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,2.84=7.574=13.018=17.041=23.669=20.828=14.675=8.994=4.734=2.367,2.582=6.197=16.525=28.402=41.312=51.64=46.476=36.148=23.238=11.361,6.455=17.213=29.586=38.73=53.792=47.337=33.351=20.441=10.758=5.379,2.905=6.971=18.591=31.953=46.476=58.096=52.286=40.667=26.143=12.781,3.098=8.262=14.201=18.591=25.82=22.722=16.009=9.812=5.164=2.582
攻击核潜艇,冷战,180000,0.002,0.005,12,46.962,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,7.733=20.621=35.443=46.398=64.441=56.708=39.954=24.488=12.888=6.444,120.228,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,783,9.396,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,1.16=3.093=5.316=6.96=9.666=8.506=5.993=3.673=1.933=0.967,2.417=6.444=11.076=14.499=20.138=17.721=12.486=7.652=4.028=2.014,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,2.658=5.075=7.491=9.908=12.083=11.479=9.908=7.491=5.075=2.658,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=4.59=11.475=22.95=39.015=45.9=41.31=32.13=18.36=9.18,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,16,50,72.628,145.256,0,0.138,0=0.002=0.005=0.01=0.02=0.036=0.048=0.051=0.046=0.036,0.003=0.007=0.019=0.033=0.049=0.061=0.055=0.043=0.027=0.013,208,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,250,0.5,0.5,2.417=6.444=11.076=14.499=20.138=17.721=12.486=7.652=4.028=2.014,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,2.127=5.671=9.747=12.759=17.721=15.595=10.987=6.734=3.544=1.772,1.933=4.64=12.373=21.266=30.932=38.665=34.798=27.065=17.399=8.506,4.833=12.888=22.152=28.999=40.276=35.443=24.971=15.305=8.055=4.028,2.175=5.22=13.919=23.924=34.798=43.498=39.148=30.449=19.574=9.57,2.32=6.186=10.633=13.919=19.332=17.013=11.986=7.346=3.866=1.933
攻击核潜艇,现代,450000,0.002,0.005,12,54.437,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,11.43=30.48=52.388=68.581=95.252=83.821=59.056=36.196=19.05=9.525,171.179,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,27,0.324,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,1.715=4.572=7.858=10.287=14.288=12.573=8.858=5.429=2.858=1.429,3.572=9.525=16.371=21.432=29.766=26.194=18.455=11.311=5.953=2.977,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,3.929=7.501=11.073=14.645=17.86=16.967=14.645=11.073=7.501=3.929,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=5.44=13.6=27.2=46.24=54.4=48.96=38.08=21.76=10.88,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,16,60,82.397,164.794,0,0.16,0=0.002=0.007=0.014=0.028=0.049=0.066=0.07=0.063=0.049,0.004=0.01=0.027=0.046=0.067=0.084=0.076=0.059=0.038=0.018,251,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,400,0.8,0.7,3.572=9.525=16.371=21.432=29.766=26.194=18.455=11.311=5.953=2.977,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,3.143=8.382=14.407=18.86=26.194=23.051=16.24=9.954=5.239=2.619,2.858=6.858=18.288=31.433=45.721=57.151=51.436=40.006=25.718=12.573,7.144=19.05=32.743=42.863=59.532=52.388=36.91=22.622=11.906=5.953,3.215=7.715=20.574=35.362=51.436=64.295=57.865=45.006=28.933=14.145,3.429=9.144=15.717=20.574=28.575=25.146=17.717=10.859=5.715=2.858
战略核潜艇,冷战,350000,0.002,0.005,8,47.597,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,8.135=21.693=37.285=48.81=67.791=59.656=42.031=25.761=13.558=6.779,123.042,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,15225,182.7,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,1.22=3.254=5.593=7.321=10.169=8.948=6.305=3.864=2.034=1.017,2.542=6.779=11.652=15.253=21.185=18.643=13.135=8.05=4.237=2.118,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,2.796=5.339=7.881=10.423=12.711=12.075=10.423=7.881=5.339=2.796,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=4.59=11.475=22.95=39.015=45.9=41.31=32.13=18.36=9.18,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,11,40,74.129,148.258,0,0.138,0=0.002=0.005=0.01=0.02=0.036=0.048=0.051=0.046=0.036,0.003=0.007=0.019=0.033=0.049=0.061=0.055=0.043=0.027=0.013,208,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,300,0.6,0.8,2.542=6.779=11.652=15.253=21.185=18.643=13.135=8.05=4.237=2.118,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,2.237=5.966=10.253=13.423=18.643=16.406=11.558=7.084=3.729=1.864,2.034=4.881=13.016=22.371=32.54=40.675=36.607=28.472=18.304=8.948,5.084=13.558=23.303=30.506=42.37=37.285=26.269=16.1=8.474=4.237,2.288=5.491=14.643=25.168=36.607=45.759=41.183=32.031=20.592=10.067,2.44=6.508=11.186=14.643=20.337=17.897=12.609=7.728=4.067=2.034
战略核潜艇,现代,850000,0.002,0.005,8,55.045,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,11.96=31.895=54.819=71.763=99.671=87.71=61.796=37.875=19.934=9.967,174.891,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,45,0.54,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,1.794=4.784=8.223=10.764=14.951=13.157=9.269=5.681=2.99=1.495,3.738=9.967=17.131=22.426=31.147=27.409=19.311=11.836=6.229=3.115,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,4.111=7.849=11.587=15.324=18.688=17.754=15.324=11.587=7.849=4.111,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=5.44=13.6=27.2=46.24=54.4=48.96=38.08=21.76=10.88,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,11,50,83.833,167.666,0,0.16,0=0.002=0.007=0.014=0.028=0.049=0.066=0.07=0.063=0.049,0.004=0.01=0.027=0.046=0.067=0.084=0.076=0.059=0.038=0.018,251,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,500,0.9,1.2,3.738=9.967=17.131=22.426=31.147=27.409=19.311=11.836=6.229=3.115,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,3.289=8.771=15.075=19.735=27.409=24.12=16.994=10.416=5.482=2.741,2.99=7.176=19.137=32.891=47.842=59.802=53.822=41.862=26.911=13.157,7.475=19.934=34.262=44.852=62.294=54.819=38.622=23.672=12.459=6.229,3.364=8.073=21.529=37.003=53.822=67.278=60.55=47.094=30.275=14.801,3.588=9.568=16.446=21.529=29.901=26.313=18.539=11.362=5.98=2.99
补给舰,二战,12000,0.002,0.005,6,38.975,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,4.204=11.212=19.27=25.226=35.036=30.832=21.723=13.314=7.007=3.504,24.112,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,36,0.432,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.631=1.682=2.89=3.784=5.255=4.625=3.258=1.997=1.051=0.526,1.314=3.504=6.022=7.883=10.949=9.635=6.788=4.161=2.19=1.095,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.445=2.759=4.073=5.387=6.569=6.241=5.387=4.073=2.759=1.445,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,8,25,60.214,120.428,0,0.12,0=0.001=0.004=0.007=0.014=0.024=0.033=0.035=0.032=0.024,0.002=0.005=0.013=0.023=0.034=0.042=0.038=0.029=0.019=0.009,314,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0,0,0.8,1.314=3.504=6.022=7.883=10.949=9.635=6.788=4.161=2.19=1.095,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,1.156=3.083=5.299=6.937=9.635=8.479=5.974=3.661=1.927=0.963,1.051=2.523=6.727=11.562=16.817=21.022=18.92=14.715=9.46=4.625,2.628=7.007=12.044=15.766=21.898=19.27=13.577=8.321=4.38=2.19,1.182=2.838=7.568=13.007=18.92=23.65=21.285=16.555=10.642=5.203,1.261=3.363=5.781=7.568=10.511=9.25=6.517=3.994=2.102=1.051
补给舰,冷战,45000,0.002,0.005,6,45.637,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,6.895=18.387=31.602=41.37=57.458=50.563=35.624=21.834=11.492=5.746,36.759,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,1957.5,23.49,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,1.034=2.758=4.74=6.206=8.619=7.585=5.344=3.275=1.724=0.862,2.155=5.746=9.876=12.928=17.956=15.801=11.133=6.823=3.591=1.796,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,2.37=4.525=6.68=8.834=10.773=10.235=8.834=6.68=4.525=2.37,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,8,30,69.497,138.994,0,0.138,0=0.002=0.005=0.01=0.02=0.036=0.048=0.051=0.046=0.036,0.003=0.007=0.019=0.033=0.049=0.061=0.055=0.043=0.027=0.013,375,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0,0,1.5,2.155=5.746=9.876=12.928=17.956=15.801=11.133=6.823=3.591=1.796,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,1.896=5.056=8.691=11.377=15.801=13.905=9.797=6.004=3.16=1.58,1.724=4.137=11.032=18.961=27.58=34.475=31.028=24.133=15.514=7.585,4.309=11.492=19.751=25.856=35.911=31.602=22.265=13.646=7.182=3.591,1.939=4.654=12.411=21.331=31.028=38.784=34.906=27.149=17.453=8.533,2.069=5.516=9.481=12.411=17.238=15.169=10.687=6.55=3.448=1.724
