武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
步兵炮,二战,150,0.002,0.006,18,34.849,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,3.606=9.616=16.527=21.636=30.049=26.444=18.631=11.419=6.01=3.005,6.687,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,1.2,0.014,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.313=0.751=2.003=3.443=5.008=6.26=5.634=4.382=2.817=1.377,0.751=1.803=4.808=8.264=12.02=15.025=13.522=10.517=6.761=3.305,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.826=1.578=2.329=3.08=3.756=3.568=3.08=2.329=1.578=0.826,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,50,4,0.35,0.08,36.172,2.404=6.411=11.018=14.424=20.033=17.629=12.42=7.613=4.007=2.003,28,0.313=0.751=2.003=3.443=5.008=6.26=5.634=4.382=2.817=1.377,0.751=1.803=4.808=8.264=12.02=15.025=13.522=10.517=6.761=3.305,0.992=2.644=4.545=5.95=8.264=7.272=5.123=3.14=1.653=0.826,0
无后坐力炮,二战,120,0.002,0.006,2,34.651,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,3.476=9.27=15.932=20.856=28.967=25.491=17.96=11.008=5.793=2.897,2.207,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.96,0.012,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.348=0.927=1.593=2.086=2.897=2.549=1.796=1.101=0.579=0.29,1.159=3.09=5.311=6.952=9.656=8.497=5.987=3.669=1.931=0.966,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.797=1.521=2.245=2.969=3.621=3.44=2.969=2.245=1.521=0.797,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,5,4,0.35,0.08,35.919,2.317=6.18=10.621=13.904=19.312=16.994=11.973=7.338=3.862=1.931,28,0.348=0.927=1.593=2.086=2.897=2.549=1.796=1.101=0.579=0.29,1.159=3.09=5.311=6.952=9.656=8.497=5.987=3.669=1.931=0.966,0.956=2.549=4.381=5.736=7.966=7.01=4.939=3.027=1.593=0.797,0
无后坐力炮,冷战,300,0.002,0.006,2,40.881,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,5.828=15.542=26.713=34.97=48.57=42.741=30.113=18.456=9.714=4.857,3.332,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,3.48,0.042,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0.583=1.554=2.671=3.497=4.857=4.274=3.011=1.846=0.971=0.486,1.943=5.181=8.904=11.657=16.19=14.247=10.038=6.152=3.238=1.619,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.336=2.55=3.764=4.978=6.071=5.768=4.978=3.764=2.55=1.336,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,5,4,0.35,0.08,40.576,3.886=10.362=17.809=23.313=32.38=28.494=20.075=12.304=6.476=3.238,32.5,0.583=1.554=2.671=3.497=4.857=4.274=3.011=1.846=0.971=0.486,1.943=5.181=8.904=11.657=16.19=14.247=10.038=6.152=3.238=1.619,1.603=4.274=7.346=9.617=13.357=11.754=8.281=5.076=2.671=1.336,0
无后坐力炮,现代,500,0.002,0.006,2,47.957,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,8.662=23.098=39.7=51.971=72.182=63.52=44.753=27.429=14.436=7.218,4.7,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,8,0.096,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0.866=2.31=3.97=5.197=7.218=6.352=4.475=2.743=1.444=0.722,2.887=7.699=13.233=17.324=24.061=21.173=14.918=9.143=4.812=2.406,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,1.985=3.79=5.594=7.399=9.023=8.572=7.399=5.594=3.79=1.985,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,4,0.35,0.08,45.581,5.775=15.399=26.467=34.647=48.121=42.347=29.835=18.286=9.624=4.812,38,0.866=2.31=3.97=5.197=7.218=6.352=4.475=2.743=1.444=0.722,2.887=7.699=13.233=17.324=24.061=21.173=14.918=9.143=4.812=2.406,2.382=6.352=10.917=14.292=19.85=17.468=12.307=7.543=3.97=1.985,0
自行突击炮,二战,900,0.002,0.006,20,36.51,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,4.693=12.515=21.51=28.158=39.108=34.415=24.247=14.861=7.822=3.911,2.41,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,7.2,0.086,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.469=1.251=2.151=2.816=3.911=3.442=2.425=1.486=0.782=0.391,1.564=4.172=7.17=9.386=13.036=11.472=8.082=4.954=2.607=1.304,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.075=2.053=3.031=4.009=4.889=4.644=4.009=3.031=2.053=1.075,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,56,7,0.12,0.02,38.285,3.129=8.343=14.34=18.772=26.072=22.944=16.165=9.907=5.214=2.607,28,0.469=1.251=2.151=2.816=3.911=3.442=2.425=1.486=0.782=0.391,1.564=4.172=7.17=9.386=13.036=11.472=8.082=4.954=2.607=1.304,1.291=3.442=5.915=7.743=10.755=9.464=6.668=4.087=2.151=1.075,0
自行突击炮,冷战,2800,0.002,0.006,20,42.987,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,7.827=20.873=35.875=46.964=65.227=57.4=40.441=24.786=13.045=6.523,3.665,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,32.48,0.39,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0.783=2.087=3.588=4.696=6.523=5.74=4.044=2.479=1.305=0.652,2.609=6.958=11.958=15.655=21.742=19.133=13.48=8.262=4.348=2.174,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.794=3.424=5.055=6.686=8.153=7.746=6.686=5.055=3.424=1.794,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,56,10,0.12,0.02,43.256,5.218=13.915=23.917=31.309=43.485=38.267=26.961=16.524=8.697=4.348,32.5,0.783=2.087=3.588=4.696=6.523=5.74=4.044=2.479=1.305=0.652,2.609=6.958=11.958=15.655=21.742=19.133=13.48=8.262=4.348=2.174,2.153=5.74=9.866=12.915=17.938=15.785=11.121=6.816=3.588=1.794,0
野战火炮,一战,400,0.002,0.006,36,32.748,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,3.146=8.389=14.418=18.875=26.215=23.069=16.253=9.962=5.243=2.622,5.236,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,2.4,0.029,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0.273=0.655=1.748=3.004=4.369=5.461=4.915=3.823=2.458=1.202,0.655=1.573=4.194=7.209=10.486=13.108=11.797=9.175=5.898=2.884,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.721=1.376=2.032=2.687=3.277=3.113=2.687=2.032=1.376=0.721,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,100,4,0.35,0.08,35.316,2.097=5.593=9.612=12.583=17.477=15.379=10.836=6.641=3.495=1.748,25.5,0.273=0.655=1.748=3.004=4.369=5.461=4.915=3.823=2.458=1.202,0.655=1.573=4.194=7.209=10.486=13.108=11.797=9.175=5.898=2.884,0.865=2.307=3.965=5.191=7.209=6.344=4.47=2.739=1.442=0.721,1
野战火炮,二战,600,0.002,0.006,36,36.128,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,4.443=11.848=20.363=26.657=37.024=32.581=22.955=14.069=7.405=3.702,7.105,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,4.8,0.058,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.386=0.926=2.468=4.242=6.171=7.713=6.942=5.399=3.471=1.697,0.926=2.221=5.924=10.182=14.81=18.512=16.661=12.958=8.33=4.073,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.018=1.944=2.869=3.795=4.628=4.397=3.795=2.869=1.944=1.018,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,100,4,0.35,0.08,37.799,2.962=7.898=13.575=17.771=24.683=21.721=15.303=9.379=4.937=2.468,28,0.386=0.926=2.468=4.242=6.171=7.713=6.942=5.399=3.471=1.697,0.926=2.221=5.924=10.182=14.81=18.512=16.661=12.958=8.33=4.073,1.222=3.258=5.6=7.331=10.182=8.96=6.313=3.869=2.036=1.018,1
野战火炮,冷战,1500,0.002,0.006,36,42.394,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,7.264=19.371=33.294=43.585=60.534=53.27=37.531=23.003=12.107=6.053,10.714,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,17.4,0.209,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0.631=1.513=4.036=6.936=10.089=12.611=11.35=8.828=5.675=2.774,1.513=3.632=9.685=16.647=24.214=30.267=27.24=21.187=13.62=6.659,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.665=3.178=4.691=6.205=7.567=7.188=6.205=4.691=3.178=1.665,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,100,4,0.35,0.08,42.501,4.843=12.914=22.196=29.056=40.356=35.513=25.021=15.335=8.071=4.036,32.5,0.631=1.513=4.036=6.936=10.089=12.611=11.35=8.828=5.675=2.774,1.513=3.632=9.685=16.647=24.214=30.267=27.24=21.187=13.62=6.659,1.998=5.327=9.156=11.986=16.647=14.649=10.321=6.326=3.329=1.665,1
野战火炮,现代,3000,0.002,0.006,36,49.653,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,10.882=29.019=49.877=65.294=90.686=79.803=56.225=34.461=18.137=9.069,15.209,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,48,0.576,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0.945=2.267=6.046=10.391=15.114=18.893=17.004=13.225=8.502=4.156,2.267=5.441=14.51=24.939=36.274=45.343=40.809=31.74=20.404=9.975,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.494=4.761=7.028=9.295=11.336=10.769=9.295=7.028=4.761=2.494,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,100,4,0.35,0.08,47.74,7.255=19.346=33.251=43.529=60.457=53.202=37.483=22.974=12.091=6.046,38,0.945=2.267=6.046=10.391=15.114=18.893=17.004=13.225=8.502=4.156,2.267=5.441=14.51=24.939=36.274=45.343=40.809=31.74=20.404=9.975,2.993=7.98=13.716=17.956=24.939=21.946=15.462=9.477=4.988=2.494,1
重型火炮,一战,1500,0.002,0.006,56,33.994,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,3.757=10.019=17.221=22.544=31.311=27.553=19.413=11.898=6.262=3.131,5.542,0.003=0.008=0.014=0.019=0.026=0.023=0.016=0.01=0.005=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,0.004=0.01=0.017=0.023=0.032=0.028=0.02=0.012=0.006=0.003,9,0.108,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0.326=0.783=2.087=3.588=5.218=6.523=5.871=4.566=2.935=1.435,0.783=1.879=5.01=8.61=12.524=15.655=14.09=10.959=7.045=3.444,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.861=1.644=2.427=3.209=3.914=3.718=3.209=2.427=1.644=0.861,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,156,4,0.35,0.08,36.901,2.505=6.68=11.481=15.029=20.874=18.369=12.942=7.932=4.175=2.087,25.5,0.326=0.783=2.087=3.588=5.218=6.523=5.871=4.566=2.935=1.435,0.783=1.879=5.01=8.61=12.524=15.655=14.09=10.959=7.045=3.444,1.033=2.755=4.736=6.2=8.61=7.577=5.338=3.272=1.722=0.861,1
重型火炮,二战,2500,0.002,0.006,56,37.479,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,5.328=14.207=24.418=31.965=44.396=39.069=27.526=16.871=8.879=4.44,7.548,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,2,0.024,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.462=1.11=2.96=5.087=7.399=9.249=8.324=6.474=4.162=2.035,1.11=2.664=7.103=12.209=17.758=22.198=19.978=15.539=9.989=4.884,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.221=2.331=3.441=4.551=5.55=5.272=4.551=3.441=2.331=1.221,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,156,4,0.35,0.08,39.519,3.552=9.471=16.279=21.31=29.597=26.046=18.35=11.247=5.919=2.96,28,0.462=1.11=2.96=5.087=7.399=9.249=8.324=6.474=4.162=2.035,1.11=2.664=7.103=12.209=17.758=22.198=19.978=15.539=9.989=4.884,1.465=3.907=6.715=8.79=12.209=10.744=7.57=4.639=2.442=1.221,1
重型火炮,冷战,6000,0.002,0.006,56,43.714,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,8.517=22.711=39.035=51.1=70.972=62.456=44.003=26.97=14.194=7.097,11.34,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,69.6,0.835,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0.739=1.774=4.731=8.132=11.829=14.786=13.307=10.35=6.654=3.253,1.774=4.258=11.356=19.517=28.389=35.486=31.938=24.84=15.969=7.807,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.952=3.726=5.5=7.275=8.872=8.428=7.275=5.5=3.726=1.952,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,156,4,0.35,0.08,44.181,5.678=15.141=26.023=34.067=47.315=41.637=29.335=17.98=9.463=4.731,32.5,0.739=1.774=4.731=8.132=11.829=14.786=13.307=10.35=6.654=3.253,1.774=4.258=11.356=19.517=28.389=35.486=31.938=24.84=15.969=7.807,2.342=6.246=10.735=14.053=19.517=17.175=12.101=7.417=3.903=1.952,1
重型火炮,现代,12000,0.002,0.006,56,50.975,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,12.613=33.635=57.81=75.679=105.109=92.496=65.168=39.941=21.022=10.511,16.075,0.008=0.022=0.039=0.05=0.07=0.062=0.043=0.027=0.014=0.007,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,0.01=0.027=0.046=0.06=0.084=0.074=0.052=0.032=0.017=0.008,192,2.304,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,1.095=2.628=7.007=12.044=17.518=21.898=19.708=15.328=9.854=4.817,2.628=6.307=16.817=28.905=42.044=52.555=47.299=36.788=23.65=11.562,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.89=5.518=8.146=10.774=13.139=12.482=10.774=8.146=5.518=2.89,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,156,4,0.35,0.08,49.423,8.409=22.423=38.54=50.452=70.073=61.664=43.445=26.628=14.015=7.007,38,1.095=2.628=7.007=12.044=17.518=21.898=19.708=15.328=9.854=4.817,2.628=6.307=16.817=28.905=42.044=52.555=47.299=36.788=23.65=11.562,3.469=9.25=15.898=20.812=28.905=25.436=17.921=10.984=5.781=2.89,1
自行火炮,二战,1200,0.002,0.006,40,36.782,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,4.871=12.99=22.326=29.227=40.593=35.722=25.168=15.426=8.119=4.059,7.32,0.004=0.011=0.019=0.025=0.035=0.031=0.022=0.013=0.007=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,0.005=0.013=0.023=0.03=0.042=0.037=0.026=0.016=0.008=0.004,9.6,0.115,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0.423=1.015=2.706=4.651=6.766=8.457=7.611=5.92=3.806=1.861,1.015=2.436=6.495=11.163=16.237=20.297=18.267=14.208=9.134=4.465,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.116=2.131=3.146=4.161=5.074=4.82=4.161=3.146=2.131=1.116,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,112,8,0.12,0.02,38.632,3.247=8.66=14.884=19.485=27.062=23.815=16.779=10.284=5.412=2.706,28,0.423=1.015=2.706=4.651=6.766=8.457=7.611=5.92=3.806=1.861,1.015=2.436=6.495=11.163=16.237=20.297=18.267=14.208=9.134=4.465,1.34=3.572=6.14=8.037=11.163=9.824=6.921=4.242=2.233=1.116,1
自行火炮,冷战,4000,0.002,0.006,40,43.327,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,8.15=21.733=37.353=48.899=67.915=59.765=42.107=25.808=13.583=6.791,11.157,0.006=0.016=0.028=0.037=0.051=0.045=0.031=0.019=0.01=0.005,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,0.007=0.019=0.033=0.044=0.061=0.054=0.038=0.023=0.012=0.006,46.4,0.557,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0.707=1.698=4.528=7.782=11.319=14.149=12.734=9.904=6.367=3.113,1.698=4.075=10.866=18.677=27.166=33.957=30.562=23.77=15.281=7.471,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.868=3.566=5.263=6.961=8.489=8.065=6.961=5.263=3.566=1.868,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,112,12,0.12,0.02,43.689,5.433=14.488=24.902=32.599=45.276=39.843=28.071=17.205=9.055=4.528,32.5,0.707=1.698=4.528=7.782=11.319=14.149=12.734=9.904=6.367=3.113,1.698=4.075=10.866=18.677=27.166=33.957=30.562=23.77=15.281=7.471,2.241=5.976=10.272=13.447=18.677=16.435=11.579=7.097=3.735=1.868,1
