武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
迫击炮,二战,20,0.002,0.006,4,33.25,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,3.3000=4.2000=5.1000=6.0000=5.1000=4.2000=3.3000=3.0000=3.0000=3.0000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.16,0.002,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400=0.2400,0.4320=0.6336=1.0368=1.4400=1.0368=0.6336=0.4320=0.4320=0.4320=0.4320,19.2000=28.8000=62.4000=96.0000=62.4000=28.8000=19.2000=19.2000=19.2000=19.2000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,11,4,0.35,0.08,34.136,1.800,0.00,7.2000=14.4000=31.2000=48.0000=31.2000=14.4000=7.2000=7.2000=7.2000=7.2000,14.4000=21.6000=46.8000=72.0000=46.8000=21.6000=14.4000=14.4000=14.4000=14.4000,0.704=1.877=3.225=4.222=5.865=5.161=3.636=2.229=1.173=0.586,1
迫击炮,冷战,40,0.002,0.006,4,39.138,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,4.9500=6.3000=7.6500=9.0000=7.6500=6.3000=4.9500=4.5000=4.5000=4.5000,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.464,0.006,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400=0.2400,0.6480=0.9504=1.5552=2.1600=1.5552=0.9504=0.6480=0.6480=0.6480=0.6480,28.8000=43.2000=93.6000=144.0000=93.6000=43.2000=28.8000=28.8000=28.8000=28.8000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,11,4,0.35,0.08,38.357,2.700,0.00,10.8000=21.6000=46.8000=72.0000=46.8000=21.6000=10.8000=10.8000=10.8000=10.8000,21.6000=32.4000=70.2000=108.0000=70.2000=32.4000=21.6000=21.6000=21.6000=21.6000,1.148=3.061=5.261=6.887=9.565=8.417=5.93=3.635=1.913=0.957,1
迫击炮,现代,90,0.002,0.006,4,46.4,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,8.2500=10.5000=12.7500=15.0000=12.7500=10.5000=8.2500=7.5000=7.5000=7.5000,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,1.44,0.017,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400=0.2400=0.2400=0.2400,1.0800=1.5840=2.5920=3.6000=2.5920=1.5840=1.0800=1.0800=1.0800=1.0800,48.0000=72.0000=156.0000=240.0000=156.0000=72.0000=48.0000=48.0000=48.0000=48.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,11,4,0.35,0.08,43.6,4.500,0.00,18.0000=36.0000=78.0000=120.0000=78.0000=36.0000=18.0000=18.0000=18.0000=18.0000,36.0000=54.0000=117.0000=180.0000=117.0000=54.0000=36.0000=36.0000=36.0000=36.0000,1.822=4.858=8.349=10.93=15.18=13.358=9.412=5.768=3.036=1.518,1
步兵炮,一战,120,0.002,0.006,18,31.651,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,8.1000=8.9100=11.3400=13.7700=16.2000=13.7700=11.3400=8.9100=8.1000=8.1000,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.72,0.009,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.2600=0.2600=0.3900=0.5200=0.6500=0.5200=0.3900=0.2600=0.2600=0.2600,2.9160=2.9160=5.0544=7.3872=9.7200=7.3872=5.0544=2.9160=2.9160=2.9160,38.8800=38.8800=77.7600=136.0800=194.4000=136.0800=77.7600=38.8800=38.8800=38.8800,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,50,4,0.35,0.08,33.919,4.860,0.00,29.1600=29.1600=77.7600=136.0800=194.4000=136.0800=77.7600=29.1600=29.1600=29.1600,51.8400=51.8400=103.6800=181.4400=259.2000=181.4400=103.6800=51.8400=51.8400=51.8400,0.717=1.912=3.286=4.302=5.975=5.258=3.704=2.27=1.195=0.597,0
步兵炮,二战,150,0.002,0.006,18,34.849,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,13.5000=14.8500=18.9000=22.9500=27.0000=22.9500=18.9000=14.8500=13.5000=13.5000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,1.2,0.014,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2600=0.2600=0.3900=0.5200=0.6500=0.5200=0.3900=0.2600=0.2600=0.2600,4.8600=4.8600=8.4240=12.3120=16.2000=12.3120=8.4240=4.8600=4.8600=4.8600,64.8000=64.8000=129.6000=226.8000=324.0000=226.8000=129.6000=64.8000=64.8000=64.8000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,50,4,0.35,0.08,36.172,8.100,0.00,48.6000=48.6000=129.6000=226.8000=324.0000=226.8000=129.6000=48.6000=48.6000=48.6000,86.4000=86.4000=172.8000=302.4000=432.0000=302.4000=172.8000=86.4000=86.4000=86.4000,0.992=2.644=4.545=5.95=8.264=7.272=5.123=3.14=1.653=0.826,0
无后坐力炮,二战,120,0.002,0.006,2,34.651,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,2.1000=2.5500=3.0000=2.5500=2.1000=1.6500=1.5000=1.5000=1.5000=1.5000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.96,0.012,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200=0.3200,9.5040=15.5520=21.6000=15.5520=9.5040=6.4800=6.4800=6.4800=6.4800=6.4800,1.8000=3.9000=6.0000=3.9000=1.8000=1.2000=1.2000=1.2000=1.2000=1.2000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,5,4,0.35,0.08,35.919,1.200,20.00,36.0000=78.0000=120.0000=78.0000=36.0000=18.0000=18.0000=18.0000=18.0000=18.0000,3.6000=7.8000=12.0000=7.8000=3.6000=2.4000=2.4000=2.4000=2.4000=2.4000,0.956=2.549=4.381=5.736=7.966=7.01=4.939=3.027=1.593=0.797,0
无后坐力炮,冷战,300,0.002,0.006,2,40.881,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,3.1500=3.8250=4.5000=3.8250=3.1500=2.4750=2.2500=2.2500=2.2500=2.2500,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,3.48,0.042,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200=0.3200,14.2560=23.3280=32.4000=23.3280=14.2560=9.7200=9.7200=9.7200=9.7200=9.7200,2.7000=5.8500=9.0000=5.8500=2.7000=1.8000=1.8000=1.8000=1.8000=1.8000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,5,4,0.35,0.08,40.576,1.800,30.00,54.0000=117.0000=180.0000=117.0000=54.0000=27.0000=27.0000=27.0000=27.0000=27.0000,5.4000=11.7000=18.0000=11.7000=5.4000=3.6000=3.6000=3.6000=3.6000=3.6000,1.603=4.274=7.346=9.617=13.357=11.754=8.281=5.076=2.671=1.336,0
无后坐力炮,现代,500,0.002,0.006,2,47.957,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,5.2500=6.3750=7.5000=6.3750=5.2500=4.1250=3.7500=3.7500=3.7500=3.7500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,8,0.096,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200=0.3200,23.7600=38.8800=54.0000=38.8800=23.7600=16.2000=16.2000=16.2000=16.2000=16.2000,4.5000=9.7500=15.0000=9.7500=4.5000=3.0000=3.0000=3.0000=3.0000=3.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,5,4,0.35,0.08,45.581,3.000,50.00,90.0000=195.0000=300.0000=195.0000=90.0000=45.0000=45.0000=45.0000=45.0000=45.0000,9.0000=19.5000=30.0000=19.5000=9.0000=6.0000=6.0000=6.0000=6.0000=6.0000,2.382=6.352=10.917=14.292=19.85=17.468=12.307=7.543=3.97=1.985,0
自行突击炮,二战,900,0.002,0.006,20,36.51,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,60.0000=60.0000=66.0000=84.0000=102.0000=120.0000=102.0000=84.0000=66.0000=60.0000,2.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,7.2,0.086,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.2800=0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800,43.2000=43.2000=57.6000=86.4000=115.2000=144.0000=115.2000=86.4000=57.6000=43.2000,48.0000=48.0000=60.0000=120.0000=180.0000=240.0000=180.0000=120.0000=60.0000=48.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,56,7,0.12,0.02,38.285,90.000,0.00,216.0000=216.0000=360.0000=720.0000=1080.0000=1440.0000=1080.0000=720.0000=360.0000=216.0000,120.0000=120.0000=150.0000=300.0000=450.0000=600.0000=450.0000=300.0000=150.0000=120.0000,1.291=3.442=5.915=7.743=10.755=9.464=6.668=4.087=2.151=1.075,0
自行突击炮,冷战,2800,0.002,0.006,20,42.987,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,90.0000=90.0000=99.0000=126.0000=153.0000=180.0000=153.0000=126.0000=99.0000=90.0000,3.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,32.48,0.39,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2800=0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800,64.8000=64.8000=86.4000=129.6000=172.8000=216.0000=172.8000=129.6000=86.4000=64.8000,72.0000=72.0000=90.0000=180.0000=270.0000=360.0000=270.0000=180.0000=90.0000=72.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,56,10,0.12,0.02,43.256,135.000,0.00,324.0000=324.0000=540.0000=1080.0000=1620.0000=2160.0000=1620.0000=1080.0000=540.0000=324.0000,180.0000=180.0000=225.0000=450.0000=675.0000=900.0000=675.0000=450.0000=225.0000=180.0000,2.153=5.74=9.866=12.915=17.938=15.785=11.121=6.816=3.588=1.794,0
野战火炮,一战,400,0.002,0.006,36,32.748,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,9.7200=9.7200=9.7200=10.6920=13.6080=16.5240=19.4400=16.5240=13.6080=10.6920,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,2.4,0.029,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.2200=0.2200=0.2200=0.2200=0.3300=0.4400=0.5500=0.4400=0.3300=0.2200,11.6640=11.6640=13.9968=20.2176=26.4384=32.6592=38.8800=32.6592=26.4384=20.2176,129.6000=129.6000=129.6000=259.2000=388.8000=518.4000=648.0000=518.4000=388.8000=259.2000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,100,4,0.35,0.08,35.316,6.480,0.00,97.2000=97.2000=129.6000=259.2000=388.8000=518.4000=648.0000=518.4000=388.8000=259.2000,155.5200=155.5200=155.5200=311.0400=466.5600=622.0800=777.6000=622.0800=466.5600=311.0400,0.865=2.307=3.965=5.191=7.209=6.344=4.47=2.739=1.442=0.721,1
野战火炮,二战,600,0.002,0.006,36,36.128,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,16.2000=16.2000=16.2000=17.8200=22.6800=27.5400=32.4000=27.5400=22.6800=17.8200,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,4.8,0.058,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2200=0.2200=0.2200=0.2200=0.3300=0.4400=0.5500=0.4400=0.3300=0.2200,19.4400=19.4400=23.3280=33.6960=44.0640=54.4320=64.8000=54.4320=44.0640=33.6960,216.0000=216.0000=216.0000=432.0000=648.0000=864.0000=1080.0000=864.0000=648.0000=432.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,100,4,0.35,0.08,37.799,10.800,0.00,162.0000=162.0000=216.0000=432.0000=648.0000=864.0000=1080.0000=864.0000=648.0000=432.0000,259.2000=259.2000=259.2000=518.4000=777.6000=1036.8000=1296.0000=1036.8000=777.6000=518.4000,1.222=3.258=5.6=7.331=10.182=8.96=6.313=3.869=2.036=1.018,1
野战火炮,冷战,1500,0.002,0.006,36,42.394,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,24.3000=24.3000=24.3000=26.7300=34.0200=41.3100=48.6000=41.3100=34.0200=26.7300,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,17.4,0.209,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2200=0.2200=0.2200=0.2200=0.3300=0.4400=0.5500=0.4400=0.3300=0.2200,29.1600=29.1600=34.9920=50.5440=66.0960=81.6480=97.2000=81.6480=66.0960=50.5440,324.0000=324.0000=324.0000=648.0000=972.0000=1296.0000=1620.0000=1296.0000=972.0000=648.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,100,4,0.35,0.08,42.501,16.200,0.00,243.0000=243.0000=324.0000=648.0000=972.0000=1296.0000=1620.0000=1296.0000=972.0000=648.0000,388.8000=388.8000=388.8000=777.6000=1166.4000=1555.2000=1944.0000=1555.2000=1166.4000=777.6000,1.998=5.327=9.156=11.986=16.647=14.649=10.321=6.326=3.329=1.665,1
野战火炮,现代,3000,0.002,0.006,36,49.653,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,40.5000=40.5000=40.5000=44.5500=56.7000=68.8500=81.0000=68.8500=56.7000=44.5500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,48,0.576,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2200=0.2200=0.2200=0.2200=0.3300=0.4400=0.5500=0.4400=0.3300=0.2200,48.6000=48.6000=58.3200=84.2400=110.1600=136.0800=162.0000=136.0800=110.1600=84.2400,540.0000=540.0000=540.0000=1080.0000=1620.0000=2160.0000=2700.0000=2160.0000=1620.0000=1080.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,100,4,0.35,0.08,47.74,27.000,0.00,405.0000=405.0000=540.0000=1080.0000=1620.0000=2160.0000=2700.0000=2160.0000=1620.0000=1080.0000,648.0000=648.0000=648.0000=1296.0000=1944.0000=2592.0000=3240.0000=2592.0000=1944.0000=1296.0000,2.993=7.98=13.716=17.956=24.939=21.946=15.462=9.477=4.988=2.494,1
