武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,结构值,浮力值,装甲类型,拦截,潜艇隐身（10阶段）,雷达强度（10阶段）,雷达半径(km),声呐强度（10阶段）,核动力能容量,核动力能每轮消耗,船只吨位(万吨),对地伤害（10阶段）,对地探测（10阶段）,轻炮对海伤害（10阶段）,重炮对海伤害（10阶段）,鱼雷对海伤害（10阶段）,导弹对海伤害（10阶段）,对潜伤害（10阶段）
重型航空母舰,二战,300000,0.002,0.005,25,42.05,1.0000=1.3750=1.7500=2.1250=2.5000=2.1250=1.7500=1.3750=1.0000=0.6250,250.0000=275.0000=350.0000=425.0000=500.0000=425.0000=350.0000=275.0000=250.0000=250.0000,20.0,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0200=0.0200=0.0200=0.0200=0.0200=0.0200=0.0200=0.0200=0.0200=0.0200,0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500,9,0.108,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,5.084=9.706=14.327=18.949=23.109=21.953=18.949=14.327=9.706=5.084,0=0=0=0=0=0=0=0=0=0,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,37.5000=46.8750=93.7500=140.6250=187.5000=140.6250=93.7500=46.8750=37.5000=37.5000,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,35,60,2500.0,135.0,0,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.000,0,0=0=0=0=0=0=0=0=0=0,0,0,3.5,30.0000=30.0000=30.0000=30.0000=30.0000=30.0000=30.0000=30.0000=30.0000=30.0000,0,30.0000=37.5000=75.0000=112.5000=150.0000=112.5000=75.0000=37.5000=30.0000=30.0000,37.5000=46.8750=93.7500=140.6250=187.5000=140.6250=93.7500=46.8750=37.5000=37.5000,87.5000=218.7500=437.5000=656.2500=875.0000=656.2500=437.5000=218.7500=87.5000=87.5000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,87.5000=109.3750=218.7500=328.1250=437.5000=328.1250=218.7500=109.3750=87.5000=87.5000
重型航空母舰,冷战,1200000,0.002,0.005,25,48.774,1.5000=2.0625=2.6250=3.1875=3.7500=3.1875=2.6250=2.0625=1.5000=0.9375,375.0000=412.5000=525.0000=637.5000=750.0000=637.5000=525.0000=412.5000=375.0000=375.0000,30.0,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,45,0.54,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,8.14=15.54=22.94=30.339=36.999=35.149=30.339=22.94=15.54=8.14,0=0=0=0=0=0=0=0=0=0,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,56.2500=70.3125=140.6250=210.9375=281.2500=210.9375=140.6250=70.3125=56.2500=56.2500,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,35,65,3750.0,153.8,0,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.000,0,0=0=0=0=0=0=0=0=0=0,600,0.9,7,45.0000=45.0000=45.0000=45.0000=45.0000=45.0000=45.0000=45.0000=45.0000=45.0000,0,45.0000=56.2500=112.5000=168.7500=225.0000=168.7500=112.5000=56.2500=45.0000=45.0000,56.2500=70.3125=140.6250=210.9375=281.2500=210.9375=140.6250=70.3125=56.2500=56.2500,131.2500=328.1250=656.2500=984.3750=1312.5000=984.3750=656.2500=328.1250=131.2500=131.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,131.2500=164.0625=328.1250=492.1875=656.2500=492.1875=328.1250=164.0625=131.2500=131.2500
重型航空母舰,现代,2500000,0.002,0.005,25,56.075,2.5000=3.4375=4.3750=5.3125=6.2500=5.3125=4.3750=3.4375=2.5000=1.5625,625.0000=687.5000=875.0000=1062.5000=1250.0000=1062.5000=875.0000=687.5000=625.0000=625.0000,50.0,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,45,0.54,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,11.788=22.505=33.222=43.938=53.584=50.904=43.938=33.222=22.505=11.788,0=0=0=0=0=0=0=0=0=0,0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800=0.2800,93.7500=117.1875=234.3750=351.5625=468.7500=351.5625=234.3750=117.1875=93.7500=93.7500,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,35,70,6250.0,172.5,0,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.000,0,0=0=0=0=0=0=0=0=0=0,900,1.0,10,75.0000=75.0000=75.0000=75.0000=75.0000=75.0000=75.0000=75.0000=75.0000=75.0000,0,75.0000=93.7500=187.5000=281.2500=375.0000=281.2500=187.5000=93.7500=75.0000=75.0000,93.7500=117.1875=234.3750=351.5625=468.7500=351.5625=234.3750=117.1875=93.7500=93.7500,218.7500=546.8750=1093.7500=1640.6250=2187.5000=1640.6250=1093.7500=546.8750=218.7500=218.7500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,218.7500=273.4375=546.8750=820.3125=1093.7500=820.3125=546.8750=273.4375=218.7500=218.7500
常规潜艇,一战,10000,0.002,0.005,,35.801,0.0660=0.0840=0.1020=0.1200=0.1020=0.0840=0.0660=0.0480=0.0300=0.0240,3.9600=5.0400=6.1200=7.2000=6.1200=5.0400=3.9600=3.6000=3.6000=3.6000,0.0,0.0480=0.0480=0.0480=0.0480=0.0480=0.0480=0.0480=0.0480=0.0480=0.0480,0.0120=0.0120=0.0120=0.0120=0.0120=0.0120=0.0120=0.0120=0.0120=0.0120,0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300,225,2.7,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,1.064=2.032=3=3.967=4.838=4.596=3.967=3=2.032=1.064,0=0=0=0=0=0=0=0=0=0,0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200,3.6000=7.2000=12.6000=18.0000=12.6000=7.2000=3.6000=3.6000=3.6000=3.6000,0.978,0.978,0.918,0.918,0.918,0.918,0.918,0.918,0.668,0.918,0.918,0.918,0.978,0.918,0.668,0.978,0.918,0.668,0.918,0.668,0.668,0.918,1,,60.0,112.6,0,0=0=0=0=0=0=0=0=0=0,0.4800=0.4800=0.4800=0.4800=0.4800=0.4800=0.4800=0.4800=0.4800=0.4800,0.000,0,0=0=0=0=0=0=0=0=0=0,,,,1.4400=1.4400=1.4400=1.4400=1.4400=1.4400=1.4400=1.4400=1.4400=1.4400,0,1.4400=2.8800=5.0400=7.2000=5.0400=2.8800=1.4400=1.4400=1.4400=1.4400,3.6000=7.2000=12.6000=18.0000=12.6000=7.2000=3.6000=3.6000=3.6000=3.6000,12.6000=50.4000=88.2000=126.0000=88.2000=50.4000=12.6000=12.6000=12.6000=12.6000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,37.8000=75.6000=132.3000=189.0000=132.3000=75.6000=37.8000=37.8000=37.8000=37.8000
常规潜艇,二战,15000,0.002,0.005,6,39.188,0.3300=0.4200=0.5100=0.6000=0.5100=0.4200=0.3300=0.2400=0.1500=0.1200,19.8000=25.2000=30.6000=36.0000=30.6000=25.2000=19.8000=18.0000=18.0000=18.0000,0.0,0.0800=0.0800=0.0800=0.0800=0.0800=0.0800=0.0800=0.0800=0.0800=0.0800,0.0200=0.0200=0.0200=0.0200=0.0200=0.0200=0.0200=0.0200=0.0200=0.0200,0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500,45,0.54,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.477=2.82=4.163=5.506=6.715=6.379=5.506=4.163=2.82=1.477,0=0=0=0=0=0=0=0=0=0,0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200,18.0000=36.0000=63.0000=90.0000=63.0000=36.0000=18.0000=18.0000=18.0000=18.0000,0.99,0.99,0.93,0.93,0.93,0.93,0.93,0.93,0.68,0.93,0.93,0.93,0.99,0.93,0.68,0.99,0.93,0.68,0.93,0.68,0.68,0.93,8,20,300.0,121.4,0,0=0=0=0=0=0=0=0=0=0,0.8000=0.8000=0.8000=0.8000=0.8000=0.8000=0.8000=0.8000=0.8000=0.8000,0.000,0,0=0=0=0=0=0=0=0=0=0,0,0,0.1,7.2000=7.2000=7.2000=7.2000=7.2000=7.2000=7.2000=7.2000=7.2000=7.2000,0,7.2000=14.4000=25.2000=36.0000=25.2000=14.4000=7.2000=7.2000=7.2000=7.2000,18.0000=36.0000=63.0000=90.0000=63.0000=36.0000=18.0000=18.0000=18.0000=18.0000,63.0000=252.0000=441.0000=630.0000=441.0000=252.0000=63.0000=63.0000=63.0000=63.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,189.0000=378.0000=661.5000=945.0000=661.5000=378.0000=189.0000=189.0000=189.0000=189.0000
常规潜艇,冷战,40000,0.002,0.005,6,45.525,0.4950=0.6300=0.7650=0.9000=0.7650=0.6300=0.4950=0.3600=0.2250=0.1800,29.7000=37.8000=45.9000=54.0000=45.9000=37.8000=29.7000=27.0000=27.0000=27.0000,0.0,0.1200=0.1200=0.1200=0.1200=0.1200=0.1200=0.1200=0.1200=0.1200=0.1200,0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,174,2.088,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,2.346=4.478=6.611=8.743=10.662=10.129=8.743=6.611=4.478=2.346,0=0=0=0=0=0=0=0=0=0,0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200,27.0000=54.0000=94.5000=135.0000=94.5000=54.0000=27.0000=27.0000=27.0000=27.0000,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,8,25,450.0,138.5,0,0=0=0=0=0=0=0=0=0=0,1.2000=1.2000=1.2000=1.2000=1.2000=1.2000=1.2000=1.2000=1.2000=1.2000,0.000,0,0=0=0=0=0=0=0=0=0=0,0,0,0.18,10.8000=10.8000=10.8000=10.8000=10.8000=10.8000=10.8000=10.8000=10.8000=10.8000,0,10.8000=21.6000=37.8000=54.0000=37.8000=21.6000=10.8000=10.8000=10.8000=10.8000,27.0000=54.0000=94.5000=135.0000=94.5000=54.0000=27.0000=27.0000=27.0000=27.0000,94.5000=378.0000=661.5000=945.0000=661.5000=378.0000=94.5000=94.5000=94.5000=94.5000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,283.5000=567.0000=992.2500=1417.5000=992.2500=567.0000=283.5000=283.5000=283.5000=283.5000
常规潜艇,现代,120000,0.002,0.005,6,53.174,0.8250=1.0500=1.2750=1.5000=1.2750=1.0500=0.8250=0.6000=0.3750=0.3000,49.5000=63.0000=76.5000=90.0000=76.5000=63.0000=49.5000=45.0000=45.0000=45.0000,0.0,0.2000=0.2000=0.2000=0.2000=0.2000=0.2000=0.2000=0.2000=0.2000=0.2000,0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,72,0.864,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,3.55=6.778=10.005=13.233=16.138=15.331=13.233=10.005=6.778=3.55,0=0=0=0=0=0=0=0=0=0,0.3200=0.4800=0.6400=0.8000=0.6400=0.4800=0.3200=0.3200=0.3200=0.3200,45.0000=90.0000=157.5000=225.0000=157.5000=90.0000=45.0000=45.0000=45.0000=45.0000,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,8,30,750.0,158.8,0,0=0=0=0=0=0=0=0=0=0,2.0000=2.0000=2.0000=2.0000=2.0000=2.0000=2.0000=2.0000=2.0000=2.0000,0.000,0,0=0=0=0=0=0=0=0=0=0,0,0,0.25,18.0000=18.0000=18.0000=18.0000=18.0000=18.0000=18.0000=18.0000=18.0000=18.0000,0,18.0000=36.0000=63.0000=90.0000=63.0000=36.0000=18.0000=18.0000=18.0000=18.0000,45.0000=90.0000=157.5000=225.0000=157.5000=90.0000=45.0000=45.0000=45.0000=45.0000,157.5000=630.0000=1102.5000=1575.0000=1102.5000=630.0000=157.5000=157.5000=157.5000=157.5000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,472.5000=945.0000=1653.7500=2362.5000=1653.7500=945.0000=472.5000=472.5000=472.5000=472.5000
攻击核潜艇,冷战,180000,0.002,0.005,12,46.962,0.7200=0.9900=1.2600=1.5300=1.8000=1.5300=1.2600=0.9900=0.7200=0.4500,90.0000=99.0000=126.0000=153.0000=180.0000=153.0000=126.0000=99.0000=90.0000=90.0000,0.0,0.2250=0.2250=0.2250=0.2250=0.2250=0.2250=0.2250=0.2250=0.2250=0.2250,0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,783,9.396,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,2.658=5.075=7.491=9.908=12.083=11.479=9.908=7.491=5.075=2.658,0=0=0=0=0=0=0=0=0=0,0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400,54.0000=67.5000=135.0000=202.5000=270.0000=202.5000=135.0000=67.5000=54.0000=54.0000,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,16,50,1800.0,145.3,0,0=0=0=0=0=0=0=0=0=0,1.3500=1.3500=1.3500=1.3500=1.3500=1.3500=1.3500=1.3500=1.3500=1.3500,0.000,0,0=0=0=0=0=0=0=0=0=0,250,0.5,0.5,21.6000=21.6000=21.6000=21.6000=21.6000=21.6000=21.6000=21.6000=21.6000=21.6000,0,21.6000=27.0000=54.0000=81.0000=108.0000=81.0000=54.0000=27.0000=21.6000=21.6000,54.0000=67.5000=135.0000=202.5000=270.0000=202.5000=135.0000=67.5000=54.0000=54.0000,252.0000=630.0000=1260.0000=1890.0000=2520.0000=1890.0000=1260.0000=630.0000=252.0000=252.0000,270.0000=371.2500=472.5000=573.7500=675.0000=573.7500=472.5000=371.2500=270.0000=202.5000,1008.0000=1260.0000=2520.0000=3780.0000=5040.0000=3780.0000=2520.0000=1260.0000=1008.0000=1008.0000
攻击核潜艇,现代,450000,0.002,0.005,12,54.437,1.2000=1.6500=2.1000=2.5500=3.0000=2.5500=2.1000=1.6500=1.2000=0.7500,150.0000=165.0000=210.0000=255.0000=300.0000=255.0000=210.0000=165.0000=150.0000=150.0000,0.0,0.3750=0.3750=0.3750=0.3750=0.3750=0.3750=0.3750=0.3750=0.3750=0.3750,0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,27,0.324,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,3.929=7.501=11.073=14.645=17.86=16.967=14.645=11.073=7.501=3.929,0=0=0=0=0=0=0=0=0=0,0.3400=0.3400=0.5100=0.6800=0.8500=0.6800=0.5100=0.3400=0.3400=0.3400,90.0000=112.5000=225.0000=337.5000=450.0000=337.5000=225.0000=112.5000=90.0000=90.0000,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,16,60,3000.0,164.8,0,0=0=0=0=0=0=0=0=0=0,2.2500=2.2500=2.2500=2.2500=2.2500=2.2500=2.2500=2.2500=2.2500=2.2500,0.000,0,0=0=0=0=0=0=0=0=0=0,400,0.8,0.7,36.0000=36.0000=36.0000=36.0000=36.0000=36.0000=36.0000=36.0000=36.0000=36.0000,0,36.0000=45.0000=90.0000=135.0000=180.0000=135.0000=90.0000=45.0000=36.0000=36.0000,90.0000=112.5000=225.0000=337.5000=450.0000=337.5000=225.0000=112.5000=90.0000=90.0000,420.0000=1050.0000=2100.0000=3150.0000=4200.0000=3150.0000=2100.0000=1050.0000=420.0000=420.0000,450.0000=618.7500=787.5000=956.2500=1125.0000=956.2500=787.5000=618.7500=450.0000=337.5000,1680.0000=2100.0000=4200.0000=6300.0000=8400.0000=6300.0000=4200.0000=2100.0000=1680.0000=1680.0000
战略核潜艇,冷战,350000,0.002,0.005,8,47.597,0.3000=0.4800=0.6600=0.8400=1.0200=1.2000=1.0200=0.8400=0.6600=0.4800,60.0000=60.0000=66.0000=84.0000=102.0000=120.0000=102.0000=84.0000=66.0000=60.0000,0.0,0.3000=0.3000=0.3000=0.3000=0.3000=0.3000=0.3000=0.3000=0.3000=0.3000,0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300=0.0300,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,15225,182.7,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2800=0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,2.796=5.339=7.881=10.423=12.711=12.075=10.423=7.881=5.339=2.796,0=0=0=0=0=0=0=0=0=0,0.2800=0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800,36.0000=36.0000=72.0000=108.0000=144.0000=180.0000=144.0000=108.0000=72.0000=36.0000,1,1,0.952,0.952,0.952,0.952,0.952,0.952,0.702,0.952,0.952,0.952,1,0.952,0.702,1,0.952,0.702,0.952,0.702,0.702,0.952,11,40,1800.0,148.3,0,0=0=0=0=0=0=0=0=0=0,1.4250=1.4250=1.4250=1.4250=1.4250=1.4250=1.4250=1.4250=1.4250=1.4250,0.000,0,0=0=0=0=0=0=0=0=0=0,300,0.6,0.8,14.4000=14.4000=14.4000=14.4000=14.4000=14.4000=14.4000=14.4000=14.4000=14.4000,0,14.4000=14.4000=28.8000=43.2000=57.6000=72.0000=57.6000=43.2000=28.8000=14.4000,36.0000=36.0000=72.0000=108.0000=144.0000=180.0000=144.0000=108.0000=72.0000=36.0000,84.0000=168.0000=336.0000=504.0000=672.0000=840.0000=672.0000=504.0000=336.0000=168.0000,450.0000=600.0000=825.0000=1050.0000=1275.0000=1500.0000=1275.0000=1050.0000=825.0000=600.0000,168.0000=168.0000=336.0000=504.0000=672.0000=840.0000=672.0000=504.0000=336.0000=168.0000
战略核潜艇,现代,850000,0.002,0.005,8,55.045,0.5000=0.8000=1.1000=1.4000=1.7000=2.0000=1.7000=1.4000=1.1000=0.8000,100.0000=100.0000=110.0000=140.0000=170.0000=200.0000=170.0000=140.0000=110.0000=100.0000,0.0,0.5000=0.5000=0.5000=0.5000=0.5000=0.5000=0.5000=0.5000=0.5000=0.5000,0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,45,0.54,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.2800=0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800,0=0=0=0=0=0=0=0=0=0,0=0=0=0=0=0=0=0=0=0,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,4.111=7.849=11.587=15.324=18.688=17.754=15.324=11.587=7.849=4.111,0=0=0=0=0=0=0=0=0=0,0.2800=0.2800=0.2800=0.4200=0.5600=0.7000=0.5600=0.4200=0.2800=0.2800,60.0000=60.0000=120.0000=180.0000=240.0000=300.0000=240.0000=180.0000=120.0000=60.0000,1,1,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.98,1,0.98,0.73,1,0.98,0.73,0.98,0.73,0.73,0.98,11,50,3000.0,167.7,0,0=0=0=0=0=0=0=0=0=0,2.3750=2.3750=2.3750=2.3750=2.3750=2.3750=2.3750=2.3750=2.3750=2.3750,0.000,0,0=0=0=0=0=0=0=0=0=0,500,0.9,1.2,24.0000=24.0000=24.0000=24.0000=24.0000=24.0000=24.0000=24.0000=24.0000=24.0000,0,24.0000=24.0000=48.0000=72.0000=96.0000=120.0000=96.0000=72.0000=48.0000=24.0000,60.0000=60.0000=120.0000=180.0000=240.0000=300.0000=240.0000=180.0000=120.0000=60.0000,140.0000=280.0000=560.0000=840.0000=1120.0000=1400.0000=1120.0000=840.0000=560.0000=280.0000,750.0000=1000.0000=1375.0000=1750.0000=2125.0000=2500.0000=2125.0000=1750.0000=1375.0000=1000.0000,280.0000=280.0000=560.0000=840.0000=1120.0000=1400.0000=1120.0000=840.0000=560.0000=280.0000
