武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（空军防御不用设计填0即可）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,血量,拦截（10阶段）,隐身（10阶段）,雷达强度（10阶段）,雷达半径(km),声呐强度（10阶段）,飞行距离（km）,飞行高度（10阶段）,对地伤害（10阶段）,对地探测（10阶段）,对海伤害（10阶段）,对潜伤害（10阶段）
空中加油机,冷战,40000,0.002,0.005,30,1575.000,0.0600=0.0825=0.1050=0.1275=0.1500=0.1275=0.1050=0.0825=0.0600=0.0375,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,116,1.392,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,270.0000=540.0000=810.0000=1080.0000=1350.0000=1080.0000=810.0000=540.0000=270.0000=270.0000,0.997,0.997,0.937,0.937,0.937,0.937,0.937,0.937,0.687,0.937,0.937,0.937,0.997,0.937,0.687,0.997,0.937,0.687,0.937,0.687,0.687,0.937,24,850,1800.000,33.7500=45.0000=67.5000=90.0000=112.5000=90.0000=67.5000=45.0000=33.7500=33.7500,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,3000,3.0000=3.6000=4.2000=4.8000=5.4000=6.0000=5.4000=4.8000=4.2000=3.6000,450.0000=900.0000=1350.0000=1800.0000=2250.0000=1800.0000=1350.0000=900.0000=450.0000=450.0000,0=0=0=0=0=0=0=0=0=0,270.0000=540.0000=810.0000=1080.0000=1350.0000=1080.0000=810.0000=540.0000=270.0000=270.0000,0=0=0=0=0=0=0=0=0=0
空中加油机,现代,120000,0.002,0.005,30,2625.000,0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750=0.1375=0.1000=0.0625,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,48,0.576,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,450.0000=900.0000=1350.0000=1800.0000=2250.0000=1800.0000=1350.0000=900.0000=450.0000=450.0000,1,1,0.97,0.97,0.97,0.97,0.97,0.97,0.72,0.97,0.97,0.97,1,0.97,0.72,1,0.97,0.72,0.97,0.72,0.72,0.97,24,900,3000.000,56.2500=75.0000=112.5000=150.0000=187.5000=150.0000=112.5000=75.0000=56.2500=56.2500,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,3000,3.0000=3.6000=4.2000=4.8000=5.4000=6.0000=5.4000=4.8000=4.2000=3.6000,750.0000=1500.0000=2250.0000=3000.0000=3750.0000=3000.0000=2250.0000=1500.0000=750.0000=750.0000,0=0=0=0=0=0=0=0=0=0,450.0000=900.0000=1350.0000=1800.0000=2250.0000=1800.0000=1350.0000=900.0000=450.0000=450.0000,0=0=0=0=0=0=0=0=0=0
电子战飞机,冷战,50000,0.002,0.005,0,0.000,0.0375=0.0600=0.0825=0.1050=0.1275=0.1500=0.1275=0.1050=0.0825=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,145,1.74,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3000=0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.997,0.997,0.937,0.937,0.937,0.937,0.937,0.937,0.687,0.937,0.937,0.937,0.997,0.937,0.687,0.997,0.937,0.687,0.937,0.687,0.687,0.937,0,1000,0.000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,1000,3.0000=3.6000=4.2000=4.8000=5.4000=6.0000=5.4000=4.8000=4.2000=3.6000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0
电子战飞机,现代,180000,0.002,0.005,0,0.000,0.0625=0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750=0.1375=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,72,0.864,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3000=0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,1,1,0.97,0.97,0.97,0.97,0.97,0.97,0.72,0.97,0.97,0.97,1,0.97,0.72,1,0.97,0.72,0.97,0.72,0.72,0.97,0,1800,0.000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,1000,3.0000=3.6000=4.2000=4.8000=5.4000=6.0000=5.4000=4.8000=4.2000=3.6000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0
运输机,二战,3000,0.002,0.005,3,105.000,0.0400=0.0550=0.0700=0.0850=0.1000=0.0850=0.0700=0.0550=0.0400=0.0250,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500,0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500=0.0500,6,0.072,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,18.0000=36.0000=54.0000=72.0000=90.0000=72.0000=54.0000=36.0000=18.0000=18.0000,0.97,0.97,0.91,0.91,0.91,0.91,0.91,0.91,0.66,0.91,0.91,0.91,0.97,0.91,0.66,0.97,0.91,0.66,0.91,0.66,0.66,0.91,2,350,120.000,2.2500=3.0000=4.5000=6.0000=7.5000=6.0000=4.5000=3.0000=2.2500=2.2500,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,2000,3.0000=3.6000=4.2000=4.8000=5.4000=6.0000=5.4000=4.8000=4.2000=3.6000,30.0000=60.0000=90.0000=120.0000=150.0000=120.0000=90.0000=60.0000=30.0000=30.0000,0=0=0=0=0=0=0=0=0=0,18.0000=36.0000=54.0000=72.0000=90.0000=72.0000=54.0000=36.0000=18.0000=18.0000,0=0=0=0=0=0=0=0=0=0
运输机,冷战,15000,0.002,0.005,3,157.500,0.0600=0.0825=0.1050=0.1275=0.1500=0.1275=0.1050=0.0825=0.0600=0.0375,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,435,5.22,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,27.0000=54.0000=81.0000=108.0000=135.0000=108.0000=81.0000=54.0000=27.0000=27.0000,0.997,0.997,0.937,0.937,0.937,0.937,0.937,0.937,0.687,0.937,0.937,0.937,0.997,0.937,0.687,0.997,0.937,0.687,0.937,0.687,0.687,0.937,2,700,180.000,3.3750=4.5000=6.7500=9.0000=11.2500=9.0000=6.7500=4.5000=3.3750=3.3750,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,2000,3.0000=3.6000=4.2000=4.8000=5.4000=6.0000=5.4000=4.8000=4.2000=3.6000,45.0000=90.0000=135.0000=180.0000=225.0000=180.0000=135.0000=90.0000=45.0000=45.0000,0=0=0=0=0=0=0=0=0=0,27.0000=54.0000=81.0000=108.0000=135.0000=108.0000=81.0000=54.0000=27.0000=27.0000,0=0=0=0=0=0=0=0=0=0
运输机,现代,60000,0.002,0.005,3,262.500,0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750=0.1375=0.1000=0.0625,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,24,0.288,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.3000=0.3000=0.4500=0.6000=0.7500=0.6000=0.4500=0.3000=0.3000=0.3000,45.0000=90.0000=135.0000=180.0000=225.0000=180.0000=135.0000=90.0000=45.0000=45.0000,1,1,0.97,0.97,0.97,0.97,0.97,0.97,0.72,0.97,0.97,0.97,1,0.97,0.72,1,0.97,0.72,0.97,0.72,0.72,0.97,2,850,300.000,5.6250=7.5000=11.2500=15.0000=18.7500=15.0000=11.2500=7.5000=5.6250=5.6250,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,2000,3.0000=3.6000=4.2000=4.8000=5.4000=6.0000=5.4000=4.8000=4.2000=3.6000,75.0000=150.0000=225.0000=300.0000=375.0000=300.0000=225.0000=150.0000=75.0000=75.0000,0=0=0=0=0=0=0=0=0=0,45.0000=90.0000=135.0000=180.0000=225.0000=180.0000=135.0000=90.0000=45.0000=45.0000,0=0=0=0=0=0=0=0=0=0
地对地导弹,冷战,5000,0.002,0.005,1,52.500,0.0300=0.0300=0.0300=0.0375=0.0600=0.0825=0.1050=0.1275=0.1500=0.1275,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,145,1.74,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2400=0.2400=0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800,7.5000=11.2500=15.0000=18.7500=22.5000=26.2500=30.0000=33.7500=37.5000=33.7500,0=0=0=0=0=0=0=0=0=0,0.2400=0.2400=0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800,10.5000=15.7500=21.0000=26.2500=31.5000=36.7500=42.0000=47.2500=52.5000=47.2500,0=0=0=0=0=0=0=0=0=0,0.2400=0.2400=0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800,9.0000=13.5000=18.0000=22.5000=27.0000=31.5000=36.0000=40.5000=45.0000=40.5000,0.997,0.997,0.937,0.937,0.937,0.937,0.937,0.937,0.687,0.937,0.937,0.937,0.997,0.937,0.687,0.997,0.937,0.687,0.937,0.687,0.687,0.937,0,2600,60.000,1.1250=1.1250=1.1250=1.1250=1.1250=1.5000=2.2500=3.0000=3.7500=3.0000,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,500,3.0000=3.5000=4.0000=4.5000=5.0000=4.5000=4.0000=3.5000=3.0000=2.5000,150.0000=225.0000=300.0000=375.0000=450.0000=525.0000=600.0000=675.0000=750.0000=675.0000,0=0=0=0=0=0=0=0=0=0,9.0000=13.5000=18.0000=22.5000=27.0000=31.5000=36.0000=40.5000=45.0000=40.5000,0=0=0=0=0=0=0=0=0=0
地对地导弹,现代,15000,0.002,0.005,1,87.500,0.0500=0.0500=0.0500=0.0625=0.1000=0.1375=0.1750=0.2125=0.2500=0.2125,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,6,0.072,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.2400=0.2400=0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800,12.5000=18.7500=25.0000=31.2500=37.5000=43.7500=50.0000=56.2500=62.5000=56.2500,0=0=0=0=0=0=0=0=0=0,0.2400=0.2400=0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800,17.5000=26.2500=35.0000=43.7500=52.5000=61.2500=70.0000=78.7500=87.5000=78.7500,0=0=0=0=0=0=0=0=0=0,0.2400=0.2400=0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800,15.0000=22.5000=30.0000=37.5000=45.0000=52.5000=60.0000=67.5000=75.0000=67.5000,1,1,0.97,0.97,0.97,0.97,0.97,0.97,0.72,0.97,0.97,0.97,1,0.97,0.72,1,0.97,0.72,0.97,0.72,0.72,0.97,0,3400,100.000,1.8750=1.8750=1.8750=1.8750=1.8750=2.5000=3.7500=5.0000=6.2500=5.0000,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,500,3.0000=3.5000=4.0000=4.5000=5.0000=4.5000=4.0000=3.5000=3.0000=2.5000,250.0000=375.0000=500.0000=625.0000=750.0000=875.0000=1000.0000=1125.0000=1250.0000=1125.0000,0=0=0=0=0=0=0=0=0=0,15.0000=22.5000=30.0000=37.5000=45.0000=52.5000=60.0000=67.5000=75.0000=67.5000,0=0=0=0=0=0=0=0=0=0
地对空导弹,冷战,8000,0.002,0.005,1,52.500,0.0300=0.0300=0.0375=0.0600=0.0825=0.1050=0.1275=0.1500=0.1275=0.1050,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750=0.0750,232,2.784,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.3200=0.3200=0.3200=0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800,7.5000=7.5000=9.3750=15.0000=20.6250=26.2500=31.8750=37.5000=31.8750=26.2500,0=0=0=0=0=0=0=0=0=0,0.3200=0.3200=0.3200=0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800,10.5000=10.5000=13.1250=21.0000=28.8750=36.7500=44.6250=52.5000=44.6250=36.7500,0=0=0=0=0=0=0=0=0=0,0.3200=0.3200=0.3200=0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800,9.0000=9.0000=11.2500=18.0000=24.7500=31.5000=38.2500=45.0000=38.2500=31.5000,0.997,0.997,0.937,0.937,0.937,0.937,0.937,0.937,0.687,0.937,0.937,0.937,0.997,0.937,0.687,0.997,0.937,0.687,0.937,0.687,0.687,0.937,0,2600,60.000,1.1250=1.1250=1.1250=1.1250=1.5000=2.2500=3.0000=3.7500=3.0000=2.2500,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,500,3.0000=3.5000=4.0000=4.5000=5.0000=4.5000=4.0000=3.5000=3.0000=2.5000,15.0000=15.0000=18.7500=30.0000=41.2500=52.5000=63.7500=75.0000=63.7500=52.5000,0=0=0=0=0=0=0=0=0=0,9.0000=9.0000=11.2500=18.0000=24.7500=31.5000=38.2500=45.0000=38.2500=31.5000,0=0=0=0=0=0=0=0=0=0
地对空导弹,现代,100000,0.002,0.005,1,87.500,0.0500=0.0500=0.0625=0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250=0.1250,4,0.048,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.3200=0.3200=0.3200=0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800,12.5000=12.5000=15.6250=25.0000=34.3750=43.7500=53.1250=62.5000=53.1250=43.7500,0=0=0=0=0=0=0=0=0=0,0.3200=0.3200=0.3200=0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800,17.5000=17.5000=21.8750=35.0000=48.1250=61.2500=74.3750=87.5000=74.3750=61.2500,0=0=0=0=0=0=0=0=0=0,0.3200=0.3200=0.3200=0.3200=0.3200=0.4800=0.6400=0.8000=0.6400=0.4800,15.0000=15.0000=18.7500=30.0000=41.2500=52.5000=63.7500=75.0000=63.7500=52.5000,1,1,0.97,0.97,0.97,0.97,0.97,0.97,0.72,0.97,0.97,0.97,1,0.97,0.72,1,0.97,0.72,0.97,0.72,0.72,0.97,0,3200,100.000,1.8750=1.8750=1.8750=1.8750=2.5000=3.7500=5.0000=6.2500=5.0000=3.7500,0=0=0=0=0=0=0=0=0=0,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0,0=0=0=0=0=0=0=0=0=0,500,3.0000=3.5000=4.0000=4.5000=5.0000=4.5000=4.0000=3.5000=3.0000=2.5000,25.0000=25.0000=31.2500=50.0000=68.7500=87.5000=106.2500=125.0000=106.2500=87.5000,0=0=0=0=0=0=0=0=0=0,15.0000=15.0000=18.7500=30.0000=41.2500=52.5000=63.7500=75.0000=63.7500=52.5000,0=0=0=0=0=0=0=0=0=0
