"国家分组TAG","国家分组_中文","城市名_中文","城市名_英文","国家ID","国家颜色","国家分组_英文","国家内序号","国家保留城市数","保留原因","同州删除城市","同州原城市数","生效日期","城市省份ID","胜利点","城市人口_原版无独立字段","人口口径","所属地区人口","所属地区ID","所属地区_中文","所属地区_英文","地区类型","地区建筑槽","本地补给","地区省份数","拥有者TAG","拥有者_中文","拥有者_英文","控制者TAG","核心TAG","宣称TAG","省份类型","地形","是否沿海","大陆","大陆ID","省份RGB","地图X","地图高度Y","地图Z","地图旋转","地图缩放","是否补给节点","补给节点等级字段","铁路经过数量","铁路最高等级","地区资源","地区建筑","本省建筑","城市特殊名_中文","城市特殊名_英文","来源州文件"
"CAN","加拿大自治领","圣约翰","Saint John","91","#F6B6C1","Dominion of Canada","5","15","用户加回：加拿大地图补点","","","base","4285","1","","所属地区manpower","475020","465","新不伦瑞克","New Brunswick","rural","2","0.0","8","CAN","加拿大自治领","Free Canadian Republic","","CAN","","land","forest","true","north_america","2","48,54,88","1778.30","10.00","1647.50","-1.57","0.44","yes","1","1","2","","{""industrial_complex"": 2, ""infrastructure"": 3}","{""naval_base"": 2}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\465-New Brunswick.txt"
"CAN","加拿大自治领","温尼伯","Winnipeg","91","#F6B6C1","Free Canadian Republic","6","15","胜利点最高；补给节点","","1","base","4872","5","","所属地区manpower","641071","467","曼尼托巴","Manitoba","rural","2","9.0","12","CAN","加拿大自治领","Free Canadian Republic","","CAN","","land","plains","false","north_america","2","50,201,58","1279.50","10.20","1753.00","1.57","0.50","yes","1","4","2","","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\467-Manitoba.txt"
"CAN","加拿大自治领","蒙特利尔","Montréal","91","#F6B6C1","Free Canadian Republic","7","15","胜利点最高；补给节点","","3","base","4345","20","","所属地区manpower","2432754","468","圣劳伦斯","Saint Lawrence","city","6","0.0","15","CAN","加拿大自治领","Free Canadian Republic","","CAN;QUE","","land","urban","false","north_america","2","48,117,63","1645.50","9.90","1655.00","1.57","0.42","yes","1","5","3","{""aluminium"": 3}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\468-Nunavut.txt"
"CAN","加拿大自治领","魁北克","Québec","91","#F6B6C1","Dominion of Canada","8","15","用户加回：加拿大地图补点","","","base","12149","3","","所属地区manpower","2432754","468","圣劳伦斯","Saint Lawrence","city","6","0.0","15","CAN","加拿大自治领","Free Canadian Republic","","CAN;QUE","","land","plains","true","north_america","2","174,51,52","1688.22","9.78","1681.00","1.57","0.38","no","","0","0","{""aluminium"": 3}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 6}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\468-Nunavut.txt"
"CAN","加拿大自治领","舍布鲁克","Sherbrooke","91","#F6B6C1","Dominion of Canada","9","15","用户加回：加拿大地图补点","","","base","10230","1","","所属地区manpower","2432754","468","圣劳伦斯","Saint Lawrence","city","6","0.0","15","CAN","加拿大自治领","Free Canadian Republic","","CAN;QUE","","land","hills","false","north_america","2","132,105,224","1686.04","12.08","1647.00","1.57","0.34","no","","0","0","{""aluminium"": 3}","{""air_base"": 3, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\468-Nunavut.txt"
"CAN","加拿大自治领","萨斯卡通","Saskatoon","91","#F6B6C1","Free Canadian Republic","10","15","胜利点最高；补给节点","","1","base","4739","2","","所属地区manpower","800000","469","萨斯喀彻温","Saskatchewan","rural","2","0.0","14","CAN","加拿大自治领","Free Canadian Republic","","CAN","","land","plains","false","north_america","2","50,60,28","1129.90","10.90","1786.00","1.57","0.78","yes","1","3","2","","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\469-Saskatchewan.txt"
"CAN","加拿大自治领","埃德蒙顿","Edmonton","91","#F6B6C1","Free Canadian Republic","11","15","胜利点最高；补给节点","","1","base","3010","3","","所属地区manpower","690800","470","阿尔伯塔","Alberta","rural","2","0.0","17","CAN","加拿大自治领","Free Canadian Republic","","CAN","","land","plains","false","north_america","2","42,12,248","1019.72","11.74","1823.00","1.57","0.58","yes","1","2","2","{""coal"": 5}","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\470-Alberta.txt"
"CAN","加拿大自治领","温哥华","Vancouver","91","#F6B6C1","Free Canadian Republic","12","15","胜利点最高；补给节点","","1","base","1408","15","","所属地区manpower","638165","473","不列颠哥伦比亚","British Columbia","town","4","4.0","22","CAN","加拿大自治领","Free Canadian Republic","","CAN","","land","mountain","true","north_america","2","6,186,160","887.94","10.58","1730.00","1.57","0.32","yes","1","3","2","{""coal"": 4, ""oil"": 1}","{""air_base"": 3, ""arms_factory"": 1, ""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 5}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\473-British Columbia.txt"
"CAN","加拿大自治领","桑德贝","Thunder Bay","91","#F6B6C1","Free Canadian Republic","13","15","胜利点最高","","1","base","7899","1","","所属地区manpower","139059","682","北安大略","Northern Ontario","rural","2","0.0","25","CAN","加拿大自治领","Free Canadian Republic","","CAN","","land","forest","false","north_america","2","92,207,151","1396.16","11.08","1714.00","1.57","0.76","no","","1","2","{""aluminium"": 9, ""coal"": 2, ""steel"": 8}","{""industrial_complex"": 1, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\682-Northern Ontario.txt"
"CAN","加拿大自治领","维多利亚","Victoria","91","#F6B6C1","Free Canadian Republic","14","15","胜利点最高","","1","base","7259","2","","所属地区manpower","259612","740","温哥华岛","Vancouver Island","rural","2","0.0","5","CAN","加拿大自治领","Free Canadian Republic","","CAN","","land","forest","true","north_america","2","90,24,41","862.78","10.80","1714.00","1.57","0.42","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\740-Vancouver Island.txt"
"CAN","加拿大自治领","萨格奈","Saguenay","91","#F6B6C1","Free Canadian Republic","15","15","胜利点最高","","1","base","12223","1","","所属地区manpower","70000","863","莫里斯","Maurice","pastoral","1","0.0","6","CAN","加拿大自治领","Free Canadian Republic","","CAN;QUE","","land","forest","false","north_america","2","174,129,157","1685.96","10.94","1697.00","-1.57","0.44","no","","0","0","","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\863-Maurice.txt"
"CHI","中华民国","福州","Fuzhou","58","#343862","China","1","44","胜利点最高","","2","base","4196","3","","所属地区manpower","11755600","595","福建","Fujian","town","4","0.0","24","CHI","中华民国","China","","CHI;PRC","","land","urban","true","asia","6","47,198,73","4668.83","9.70","1077.29","-1.57","0.28","no","","0","0","{""tungsten"": 15}","{""industrial_complex"": 1, ""infrastructure"": 2}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 3}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\595-Fujian.txt"
"CHI","中华民国","厦门","Xiamen","58","#343862","China","2","44","用户规则：大国/空旷国家补点","","2","base","7071","1","","所属地区manpower","11755600","595","福建","Fujian","town","4","0.0","24","CHI","中华民国","China","","CHI;PRC","","land","plains","true","asia","6","89,48,211","4655.20","9.70","1052.13","-1.57","0.20","no","","0","0","{""tungsten"": 15}","{""industrial_complex"": 1, ""infrastructure"": 2}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\595-Fujian.txt"
"CHI","中华民国","杭州","Hangzhou","58","#343862","China","3","44","人工优先：省会/知名城市；胜利点最高；最高胜利点并列4选1；补给节点","衢州(1)","4","base","7191","1","","所属地区manpower","21230700","596","浙江","Zhejiang","town","4","0.0","23","CHI","中华民国","China","","CHI;PRC","","land","urban","true","asia","6","89,177,226","4677.37","11.15","1150.00","1.57","0.18","yes","1","2","1","","{""air_base"": 1, ""infrastructure"": 2}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\596-Zhejiang.txt"
"CHI","中华民国","温州","Wenzhou","58","#343862","China","4","44","用户规则：大国/空旷国家补点","","4","base","1055","1","","所属地区manpower","21230700","596","浙江","Zhejiang","town","4","0.0","23","CHI","中华民国","China","","CHI;PRC","","land","mountain","true","asia","6","5,45,175","4686.52","9.64","1107.00","-1.57","0.28","no","","0","0","","{""air_base"": 1, ""infrastructure"": 2}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 3}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\596-Zhejiang.txt"
"CHI","中华民国","宁波","Ningbo","58","#343862","China","5","44","用户规则：大国/空旷国家补点","","4","base","9974","1","","所属地区manpower","21230700","596","浙江","Zhejiang","town","4","0.0","23","CHI","中华民国","China","","CHI;PRC","","land","plains","true","asia","6","131,42,139","4703.79","9.60","1138.49","-1.57","0.32","yes","1","1","1","","{""air_base"": 1, ""infrastructure"": 2}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 3}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\596-Zhejiang.txt"
"CHI","中华民国","烟台","Yantai","58","#343862","China","6","44","胜利点最高","","2","base","1104","2","","所属地区manpower","12791066","597","山东","Shandong","rural","2","4.0","13","CHI","中华民国","China","","CHI;PRC","","land","hills","true","asia","6","5,99,200","4684.75","9.53","1280.00","1.57","0.22","no","","0","0","{""aluminium"": 8}","{""infrastructure"": 2}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\597-Shandong.txt"
"CHI","中华民国","威海卫","Weihaiwei","58","#343862","China","7","44","用户规则：大国/空旷国家补点","","2","base","4205","1","","所属地区manpower","12791066","597","山东","Shandong","rural","2","4.0","13","CHI","中华民国","China","","CHI;PRC","","land","hills","true","asia","6","47,207,218","4715.31","10.50","1273.36","1.57","0.26","no","","0","0","{""aluminium"": 8}","{""infrastructure"": 2}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 2}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\597-Shandong.txt"
"CHI","中华民国","东海","Donghai","58","#343862","China","8","44","胜利点最高","","3","base","1029","2","","所属地区manpower","23669300","598","江苏","Jiangsu","town","4","0.0","19","CHI","中华民国","China","","CHI;PRC","","land","plains","true","asia","6","5,27,130","4660.48","9.70","1225.00","1.57","0.28","no","","1","1","","{""dockyard"": 1, ""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\598-Jiansu.txt"
"CHI","中华民国","扬州","Yangzhou","58","#343862","China","9","44","用户规则：大国/空旷国家补点","","3","base","4001","1","","所属地区manpower","23669300","598","江苏","Jiangsu","town","4","0.0","19","CHI","中华民国","China","","CHI;PRC","","land","plains","false","asia","6","47,9,198","4668.84","9.70","1186.00","1.57","0.18","no","","0","0","","{""dockyard"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\598-Jiansu.txt"
"CHI","中华民国","徐州","Xuzhou","58","#343862","China","10","44","用户规则：大国/空旷国家补点","","3","base","7025","1","","所属地区manpower","23669300","598","江苏","Jiangsu","town","4","0.0","19","CHI","中华民国","China","","CHI;PRC","","land","plains","false","asia","6","89,18,1","4624.48","9.85","1228.00","1.57","0.28","yes","1","3","2","","{""dockyard"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\598-Jiansu.txt"
"CHI","中华民国","南昌","Nanchang","58","#343862","China","11","44","胜利点最高；补给节点","","2","base","3992","3","","所属地区manpower","15820400","600","江西","Jiangxi","town","4","2.0","29","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","47,3,168","4614.84","10.08","1116.00","1.57","0.24","yes","1","2","1","","{""industrial_complex"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\600-Jiangxi.txt"
"CHI","中华民国","赣州","Ganzhou","58","#343862","China","12","44","用户规则：大国/空旷国家补点","","2","base","7199","1","","所属地区manpower","15820400","600","江西","Jiangxi","town","4","2.0","29","CHI","中华民国","China","","CHI;PRC","","land","hills","false","asia","6","89,186,71","4603.12","10.71","1081.00","1.57","0.28","yes","1","1","1","","{""industrial_complex"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\600-Jiangxi.txt"
"CHI","中华民国","长沙","Changsha","58","#343862","China","13","44","胜利点最高；补给节点","","2","base","7097","5","","所属地区manpower","20293700","602","湖南","Hunan","town","4","0.0","23","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","89,78,11","4565.12","9.70","1115.00","1.57","0.30","yes","1","2","1","{""tungsten"": 6.0}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\602-China 2.txt"
"CHI","中华民国","衡阳","Hengyang","58","#343862","China","14","44","用户规则：大国/空旷国家补点","","2","base","12350","1","","所属地区manpower","20293700","602","湖南","Hunan","town","4","0.0","23","CHI","中华民国","China","","CHI;PRC","","land","plains","false","asia","6","175,54,72","4565.84","9.81","1083.00","1.57","0.24","no","","0","0","{""tungsten"": 6.0}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\602-China 2.txt"
"CHI","中华民国","贵阳","Guiyang","58","#343862","China","15","44","胜利点最高","","1","base","4504","3","","所属地区manpower","7543200","603","贵州","Guizhou","town","4","3.0","10","CHI","中华民国","China","","CHI;PRC","","land","mountain","false","asia","6","49,45,198","4448.22","13.15","1079.00","1.57","0.42","no","","0","0","{""coal"": 3}","{""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\603-China 3.txt"
"CHI","中华民国","万县","Wanxian","58","#343862","China","16","44","胜利点最高","","1","base","11865","1","","所属地区manpower","2724437","605","四川","Sichuan","rural","2","0.0","13","CHI","中华民国","China","","CHI;PRC","","land","hills","false","asia","6","172,159,197","4490.04","12.84","1157.00","1.57","0.42","no","","0","0","{""steel"": 10}","{""arms_factory"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\605-China 5.txt"
"CHI","中华民国","合肥","Hefei","58","#343862","China","17","44","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1","安庆(1)","2","base","7222","1","","所属地区manpower","18265400","606","安徽","Anhui","town","4","1.0","19","CHI","中华民国","China","","CHI;PRC","","land","plains","false","asia","6","89,210,196","4635.27","9.83","1177.00","1.57","0.28","no","","0","0","{""steel"": 11.0}","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\606-China 6.txt"
"CHI","中华民国","郑州","Zhengzhou","58","#343862","China","18","44","胜利点最高","","3","base","9958","2","","所属地区manpower","34289800","607","河南","Henan","town","4","2.0","27","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","131,24,194","4574.58","10.05","1226.00","1.57","0.20","no","","1","1","","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\607-China 7.txt"
"CHI","中华民国","开封","Kaifeng","58","#343862","China","19","44","用户规则：大国/空旷国家补点","","3","base","7656","1","","所属地区manpower","34289800","607","河南","Henan","town","4","2.0","27","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","91,189,151","4589.75","10.86","1224.00","1.57","0.24","no","","1","1","","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\607-China 7.txt"
"CHI","中华民国","洛阳","Luoyang","58","#343862","China","20","44","用户规则：大国/空旷国家补点","","3","base","11931","1","","所属地区manpower","34289800","607","河南","Henan","town","4","2.0","27","CHI","中华民国","China","","CHI;PRC","","land","hills","false","asia","6","173,24,2","4547.58","11.60","1226.00","1.57","0.30","no","","0","0","","{""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\607-China 7.txt"
"CHI","中华民国","北平","Beiping","58","#343862","China","21","44","胜利点最高；城市名匹配地区名；补给节点","","3","base","9843","20","","所属地区manpower","9648400","608","北平","Beiping","large_city","8","0.0","9","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","130,102,194","4622.70","12.00","1323.10","-1.57","0.24","yes","1","3","1","","{""air_base"": 3, ""industrial_complex"": 2, ""infrastructure"": 3}","{""landmark_forbidden_city"": {""allowed"": {""has_dlc"": ""No Compromise, No Surrender""}, ""level"": 1}}","JAP:北京","JAP:Peking","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\608-Beijing.txt"
"CHI","中华民国","天津","Tianjin","58","#343862","China","22","44","用户规则：大国/空旷国家补点","","3","base","10068","2","","所属地区manpower","9648400","608","北平","Beiping","large_city","8","0.0","9","CHI","中华民国","China","","CHI;PRC","","land","urban","true","asia","6","131,144,9","4635.79","9.70","1309.12","-1.57","0.24","yes","1","3","4","","{""air_base"": 3, ""industrial_complex"": 2, ""infrastructure"": 3}","{""naval_base"": 2}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\608-Beijing.txt"
"CHI","中华民国","保定","Baoding","58","#343862","China","23","44","用户规则：大国/空旷国家补点","","3","base","12026","1","","所属地区manpower","9648400","608","北平","Beiping","large_city","8","0.0","9","CHI","中华民国","China","","CHI;PRC","","land","hills","false","asia","6","173,129,42","4607.39","13.00","1310.62","-1.57","0.28","no","","1","1","","{""air_base"": 3, ""industrial_complex"": 2, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\608-Beijing.txt"
"CHI","中华民国","上海","Shanghai","58","#343862","China","24","44","胜利点最高；城市名匹配地区名；补给节点","","1","base","7014","5","","所属地区manpower","6180392","613","上海","Shanghai","large_city","8","0.0","4","CHI","中华民国","China","","CHI;PRC","","land","urban","true","asia","6","89,12,71","4698.02","10.27","1165.00","1.57","0.16","yes","1","2","1","","{""air_base"": 6, ""arms_factory"": 2, ""dockyard"": 1, ""infrastructure"": 3}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 6}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\613-China 12.txt"
"CHI","中华民国","石门","Shimen","58","#343862","China","25","44","胜利点最高；补给节点","","1","base","4190","3","","所属地区manpower","18434900","614","河北","Hebei","town","4","0.0","14","CHI","中华民国","China","","CHI;PRC","","land","plains","false","asia","6","47,192,88","4594.66","11.30","1284.00","1.57","0.26","yes","1","3","2","{""coal"": 5}","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\614-China 13.txt"
"CHI","中华民国","宜昌","Yichang","58","#343862","China","26","44","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1","","2","base","1612","1","","所属地区manpower","20433280","620","湖北","Hubei","town","4","2.0","13","CHI","中华民国","China","","CHI;PRC","","land","plains","false","asia","6","7,165,55","4549.22","9.70","1153.00","1.57","0.42","no","","0","0","","{""arms_factory"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\620-China 17.txt"
"CHI","中华民国","沔阳","Mienyang","58","#343862","China","27","44","用户规则：大国/空旷国家补点","","2","base","4130","1","","所属地区manpower","20433280","620","湖北","Hubei","town","4","2.0","13","CHI","中华民国","China","","CHI;PRC","","land","plains","false","asia","6","47,126,153","4562.75","9.70","1142.00","1.57","0.36","no","","0","0","","{""arms_factory"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\620-China 17.txt"
"CHI","中华民国","青岛","Qingdao","58","#343862","China","28","44","胜利点最高；城市名匹配地区名；补给节点","","1","base","10000","5","","所属地区manpower","385000","743","青岛","Qingdao","large_town","5","0.0","1","CHI","中华民国","China","","CHI;PRC","","land","urban","true","asia","6","131,72,39","4680.64","11.10","1256.96","-1.57","0.28","yes","1","1","1","","{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""bunker"": 1, ""coastal_bunker"": 1, ""naval_base"": 5}","GER:青岛; RKO:青岛","GER:Tsingtao; RKO:Tsingtao","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\743-Qingdao.txt"
"CHI","中华民国","西安","Xi'an","58","#343862","China","29","44","胜利点最高；城市名匹配地区名；补给节点","","1","base","7301","1","","所属地区manpower","9000000","744","西安","Xian","town","4","0.0","11","CHI","中华民国","China","","PRC;CHI","","land","urban","false","asia","6","90,54,196","4508.48","12.95","1212.00","1.57","0.28","yes","1","2","1","{""steel"": 2}","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\744-Xian.txt"
"CHI","中华民国","遵义","Zunyi","58","#343862","China","30","44","胜利点最高；城市名匹配地区名","","1","base","1010","3","","所属地区manpower","1500000","748","遵义","Zunyi","pastoral","1","0.0","4","CHI","中华民国","China","","CHI;PRC","","land","hills","false","asia","6","5,15,170","4467.52","14.60","1110.14","-1.57","0.44","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\748-Zunyi.txt"
"CHI","中华民国","徽州","Huizhou","58","#343862","China","31","44","胜利点最高","","1","base","12019","1","","所属地区manpower","5000000","749","黄山","Huangshan","town","4","0.0","10","CHI","中华民国","China","","CHI;PRC","","land","mountain","false","asia","6","173,120,152","4647.88","13.42","1136.00","-1.57","0.24","no","","0","0","","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\749-Huangshan.txt"
"CHI","中华民国","常德","Changde","58","#343862","China","32","44","胜利点最高；城市名匹配地区名；补给节点","","1","base","7101","10","","所属地区manpower","8000000","750","常德","Changde","town","4","0.0","10","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","89,81,181","4543.58","9.70","1127.00","1.57","0.24","yes","1","1","1","","{""air_base"": 2, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\750-Changde.txt"
"CHI","中华民国","雅安","Ya'an","58","#343862","China","33","44","胜利点最高","凉山(1)","2","base","10841","3","","所属地区manpower","300000","751","凉山","Liangshan","pastoral","1","1.0","4","CHI","中华民国","China","","CHI;PRC","","land","mountain","false","asia","6","135,123,134","4413.31","11.25","1142.00","-1.57","0.48","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\751-Liangshan.txt"
"CHI","中华民国","康定","Kangding","58","#343862","China","34","44","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1","巴安(1)","2","base","4999","1","","所属地区manpower","300000","752","甘孜","Ganzi","pastoral","1","1.0","7","CHI","中华民国","China","","CHI;PRC","","land","mountain","false","asia","6","51,99,38","4390.58","17.20","1131.00","1.57","0.38","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\752-Chamdo.txt"
"CHI","中华民国","苏州","Suzhou","58","#343862","China","35","44","胜利点最高；城市名匹配地区名；补给节点","","2","base","10076","3","","所属地区manpower","2472157","1034","苏州","Suzhou","town","4","0.0","8","CHI","中华民国","China","","CHI;PRC","","land","urban","true","asia","6","131,153,59","4683.02","10.40","1172.00","1.57","0.22","yes","1","2","1","","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1034 - Suzhou.txt"
"CHI","中华民国","南通","Nantong","58","#343862","China","36","44","用户规则：大国/空旷国家补点","","2","base","4091","1","","所属地区manpower","2472157","1034","苏州","Suzhou","town","4","0.0","8","CHI","中华民国","China","","CHI;PRC","","land","plains","true","asia","6","47,87,48","4689.68","10.10","1181.56","1.57","0.24","no","","0","0","","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1034 - Suzhou.txt"
"CHI","中华民国","南京","Nanjing","58","#343862","China","37","44","胜利点最高；城市名匹配地区名；补给节点","","1","base","11913","20","","所属地区manpower","8652549","1035","南京","Nanjing","large_town","5","0.0","4","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","173,3,197","4660.20","9.70","1176.00","1.57","0.20","yes","1","2","1","","{""industrial_complex"": 2, ""infrastructure"": 2}","{""landmark_nanjing_presidential_palace"": {""allowed"": {""has_dlc"": ""No Compromise, No Surrender""}, ""level"": 1}}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1035 - Nanjing.txt"
"CHI","中华民国","武汉","Wuhan","58","#343862","China","38","44","胜利点最高；城市名匹配地区名；补给节点","","2","base","4619","10","","所属地区manpower","5108320","1036","武汉","Wuhan","city","6","2.0","3","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","49,168,183","4588.58","10.90","1146.00","1.57","0.32","yes","1","2","1","","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1036 - Wuhan.txt"
"CHI","中华民国","汉口","Hankow","58","#343862","China","39","44","用户规则：大国/空旷国家补点","","2","base","12467","1","","所属地区manpower","5108320","1036","武汉","Wuhan","city","6","2.0","3","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","175,177,57","4579.31","10.20","1142.46","1.57","0.36","no","","0","0","","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1036 - Wuhan.txt"
"CHI","中华民国","重庆","Chongqing","58","#343862","China","40","44","胜利点最高；城市名匹配地区名；补给节点","","2","base","6999","20","","所属地区manpower","31777980","1037","重庆","Chongqing","city","6","0.0","5","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","89,0,11","4457.75","12.55","1131.00","1.57","0.36","yes","1","0","0","","{""air_base"": 2, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1037 - Chongqing.txt"
"CHI","中华民国","宜宾","Yibin","58","#343862","China","41","44","用户规则：大国/空旷国家补点","","2","base","11972","1","","所属地区manpower","31777980","1037","重庆","Chongqing","city","6","0.0","5","CHI","中华民国","China","","CHI;PRC","","land","hills","false","asia","6","173,69,87","4445.96","13.37","1112.00","-1.57","0.28","no","","0","0","","{""air_base"": 2, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1037 - Chongqing.txt"
"CHI","中华民国","济南","Jinan","58","#343862","China","42","44","胜利点最高；城市名匹配地区名；补给节点","临沂(1)","2","base","1069","5","","所属地区manpower","25582133","1038","济南","Jinan","rural","2","4.0","27","CHI","中华民国","China","","CHI;PRC","","land","urban","false","asia","6","5,63,165","4633.12","10.77","1262.00","1.57","0.30","yes","1","3","2","","{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1038 - Jinan.txt"
